,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 0.03937894031944815)","(0.21817949202238157, 0.3417215721677171)","(0.10205785206551218, 0.21971548158697454)","(0.2198154088895219, 0.3296388340263535)","(0.18574139310528884, 0.34845708006218656)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.0394704759868314, 0.1839404231352425)","(0.10428555962410276, 0.2341417438891812)","(0.10981192846474974, 0.23020426262308702)","(0.2438634903424469, 0.3538023975776455)","(0.18403082095482398, 0.3164488974018889)"
Bulk 3,"(0.0015222848813370021, 0.09631044223604937)","(0.1651883089069115, 0.2935867007376843)","(0.09964380768694261, 0.20709879525064498)","(0.2942723262205467, 0.40620708965724833)","(0.1345856583184839, 0.3015845861041515)"
Bulk 4,"(0.3918685167730154, 0.5180224096491236)","(0.09866062820076033, 0.19780895014737682)","(0.06589355500098198, 0.18269885821675502)","(0.004958353201353088, 0.020186089995364705)","(0.18885457867906036, 0.33104806013620863)"
Bulk 5,"(0.005868215470934947, 0.09401719305444589)","(0.14372274900757276, 0.269959946355381)","(0.02264029312235024, 0.08979680008206611)","(0.41589943025828524, 0.5273632652722088)","(0.13445686364339393, 0.29627524373336084)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 9,"(0.045473933013046, 0.19519715794176115)","(0.12574044240276572, 0.26137332006705366)","(0.20355246682538236, 0.3456124794006195)","(0.14786618524390924, 0.2656880180916321)","(0.13870468775891173, 0.27079130925491834)"
Bulk 10,"(0.0, 0.07751111640690717)","(0.1801532489994656, 0.31388576394728873)","(0.03419539684500946, 0.11027210786655514)","(0.31597091448045833, 0.43025885000016506)","(0.1890044592452406, 0.3489080886247542)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.0201765378225088, 0.13142319174172157)","(0.10427228435621208, 0.22483126362309205)","(0.02210362581501315, 0.08786235542005066)","(0.4005046876465379, 0.5043842871872206)","(0.17796467588592546, 0.32647709050171747)"
Bulk 14,"(0.3587948754910721, 0.49113163159272405)","(0.03675561837401265, 0.13170918496563372)","(0.06070280887867715, 0.16838027527365002)","(0.15069549435899504, 0.27130781798174913)","(0.10797431679262008, 0.2225479762908657)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.14297107523488867, 0.3013632894632712)","(0.15308249084331674, 0.27769222521413617)","(0.0, 0.02723454321170412)","(0.13642323349699204, 0.24564846214047292)","(0.2949811939948279, 0.42544020033018015)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.041012316069090116, 0.17937391656781246)","(0.16101446068508382, 0.2941399073655996)","(0.04843709560481959, 0.13830764040014046)","(0.30840818031469597, 0.4166559324083343)","(0.13095182735230865, 0.2816987232321152)"
Bulk 20,"(0.00019817245920307914, 0.0028918856706586287)","(0.05992647817351336, 0.1325692997738031)","(0.07991774495402726, 0.19525064052636815)","(0.5343096504927259, 0.648889752487603)","(0.10420201712532617, 0.24184435833677104)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.014887444193726389, 0.0883974198012786)","(0.011743955055018004, 0.07207571618432149)","(0.12968263241919348, 0.2395297037056368)","(0.5513792393939441, 0.6291782646466646)","(0.07251191393701974, 0.19061371066319682)"
Bulk 23,"(0.033302404694159, 0.16834525166257197)","(0.08752760137216781, 0.20885867539265818)","(0.10955139077194043, 0.22483259190575755)","(0.31599161121249, 0.4210887927954652)","(0.14492627646786915, 0.2855754037249208)"
Bulk 24,"(0.4014228646811576, 0.5298875563435682)","(0.0926080137374205, 0.2027747752199331)","(0.006506581340959026, 0.04687564008402986)","(0.11140193675056259, 0.2257585991953765)","(0.12471528242254624, 0.2580487502244464)"
Bulk 25,"(0.05910133852404398, 0.21010923894370603)","(0.16280778737427187, 0.29820217366650764)","(0.030869158610695453, 0.10911584062072535)","(0.2931680016340246, 0.4009021977331571)","(0.14389857853630095, 0.2918256843565669)"
