,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.10729330895559047, 0.25560595882552684)","(0.06066815991805807, 0.17086399200240512)","(0.014059737278273282, 0.06450655539049967)","(0.32128166303436956, 0.4211954525365491)","(0.22677949135688483, 0.357745680701843)"
Bulk 1,"(0.14674694823228424, 0.3171187422685193)","(0.08788544891954019, 0.2166120344380758)","(0.09413961297812982, 0.21950298077527547)","(0.20560996368344614, 0.3243341178198023)","(0.13137997055487874, 0.2566701803300482)"
Bulk 2,"(0.07127285771387407, 0.22693005317270834)","(0.16184363616976966, 0.2977106194554237)","(0.05521430566111586, 0.14984567372223534)","(0.24165619582467476, 0.35210749195735114)","(0.1517098088622742, 0.2917093574605733)"
Bulk 3,"(0.1890133262221561, 0.33423199851455593)","(0.05390839098209091, 0.15854405929872092)","(0.04724619137121441, 0.1290617800210886)","(0.3416859943390889, 0.4404285789383024)","(0.09802012229118492, 0.20785955802159686)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.09277100106716753, 0.22749388788353636)","(0.0752834789544736, 0.1841232192653827)","(0.009041170501881728, 0.05351485086180456)","(0.39974877377850887, 0.4919829842376509)","(0.16527999511504332, 0.30076063833455047)"
Bulk 6,"(0.32302553260354616, 0.4630181278032828)","(0.08205259943075918, 0.2007681612490018)","(0.09027119075498868, 0.21417056466518464)","(0.1402171905531829, 0.2605954022710507)","(0.07188601157941923, 0.15399521908958394)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.08831639480720126, 0.24877253369966873)","(0.1243608562874217, 0.2575039801816757)","(0.06860710998193242, 0.1716882175099584)","(0.24104760617689708, 0.3533471925064629)","(0.15577538247559752, 0.29058072637318405)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.073588081943263, 0.22023242724134867)","(0.09990152676049256, 0.22316137388823337)","(0.03378553371455654, 0.10906489146492282)","(0.3481764401066558, 0.44846073065095104)","(0.15204602035968665, 0.2915829738698895)"
Bulk 11,"(0.0, 0.055478493450025895)","(0.12714940316022388, 0.24559876968533162)","(0.1573970774743369, 0.2723068881286201)","(0.2291481814393545, 0.33552979288969526)","(0.22136221394765537, 0.3624745763533865)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.04010873972826692, 0.17757811285266556)","(0.15786063683925414, 0.29018057037395817)","(0.03493593783024782, 0.11320094880453793)","(0.2908676864174522, 0.39960069769894047)","(0.1736225707280361, 0.3220440987266405)"
Bulk 14,"(0.3491454229153468, 0.47833127560099753)","(0.06958446050175751, 0.18048491546089854)","(0.022722495214505554, 0.07751102256271283)","(0.24406804551978542, 0.353685658902074)","(0.06455786196078571, 0.15990884136113598)"
Bulk 15,"(0.12890544641673413, 0.28463464340946915)","(0.09013774459668852, 0.21270756909769448)","(0.0262261320561622, 0.09085559056098261)","(0.3734746151436752, 0.46816567628291894)","(0.09736986017561783, 0.22752272226005682)"
Bulk 16,"(0.14893124273376604, 0.3045512156809219)","(0.070576689605686, 0.1855714210004921)","(0.05292381097875732, 0.14268936065028284)","(0.2570787323364722, 0.3687457661171088)","(0.1692285292146959, 0.29970323168181673)"
Bulk 17,"(0.4807743464510495, 0.5924029397995226)","(0.03275494795576193, 0.11120677994135958)","(0.01371280190439016, 0.053128140491387435)","(0.05219151052599725, 0.1505255224092378)","(0.19210294857417895, 0.3212000619471147)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.04080792271520041, 0.1737399734941868)","(0.07022246594556719, 0.18564314809503069)","(0.060115654827053035, 0.1531263965367051)","(0.3419067396939096, 0.4435300730241085)","(0.19717125344124706, 0.3337363722269914)"
Bulk 20,"(0.024053102416951244, 0.13325341209029448)","(0.07636008117280596, 0.18660924933902012)","(0.0272269244898444, 0.09672966907049786)","(0.4125021849245443, 0.5120244197278159)","(0.19471253318442627, 0.3365284235837992)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0, 0.0008101201417550685)","(0.1752284940755512, 0.30321197596148486)","(0.025725067317859056, 0.1479750354723593)","(0.2845308430684794, 0.39659027880947995)","(0.26297355151560853, 0.40376475377917764)"
