,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.059153315470053563, 0.19220022750178947)","(0.05557240198505297, 0.1623353570458639)","(0.10252342363597416, 0.21629646896737037)","(0.4022474377494794, 0.49429813690128827)","(0.09613114630294331, 0.2192420844401847)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.0036847910942344603, 0.10518631168881783)","(0.11406478200210977, 0.23679681706931582)","(0.12129635210558168, 0.23206966616311167)","(0.31482794082834287, 0.42127323379165327)","(0.14783286480694727, 0.3029672404498852)"
Bulk 3,"(0.0, 0.08063362237069294)","(0.21879296545983773, 0.35250786389020683)","(0.06358705860251815, 0.16244529779732575)","(0.19196734074688893, 0.30145045655966995)","(0.2446549980602755, 0.38707055873746554)"
Bulk 4,"(0.46878378959210387, 0.5768962231134693)","(0.029387287530384235, 0.11081275611231851)","(0.02711753311809242, 0.08242660494536101)","(0.1469623004735772, 0.25974760230627647)","(0.09402932261860683, 0.2038365801898103)"
Bulk 5,"(0.0, 0.0009189141338746778)","(0.16858780269495532, 0.30190785427923766)","(0.0, 0.05620564502905363)","(0.3903135057085992, 0.47723093812899037)","(0.23130498842880173, 0.37967551267935573)"
Bulk 6,"(0.06448245920211984, 0.23888432824768832)","(0.1391398740726731, 0.2832932505081924)","(0.10024719977529646, 0.23191569446209737)","(0.18591888265148782, 0.3063980738235698)","(0.15652085288461504, 0.29319938437226)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.06729038387812428, 0.2265887922821558)","(0.10849554642018475, 0.23923624763268478)","(0.04478952351679983, 0.13185419580938273)","(0.2584053007848387, 0.36668979613670294)","(0.2110897360151907, 0.34556047752393565)"
Bulk 9,"(0.06697287517969867, 0.2407859926056714)","(0.15191243523448675, 0.2934315866844708)","(0.09513373304301602, 0.22498660555673355)","(0.09112992438846898, 0.2081806554131981)","(0.25194010364804853, 0.37552608824620715)"
Bulk 10,"(0.0018882601099069335, 0.08380774082455535)","(0.1342442072301045, 0.2668483611188619)","(0.030238959948439816, 0.10018960331550353)","(0.3143400503444728, 0.4236499148726259)","(0.2518761060231973, 0.3929167962123321)"
