,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.2444904508006439, 0.3864375086261276)","(0.024586601189052877, 0.10758941129000166)","(0.10871868206694289, 0.24022378069354355)","(0.23989315932877608, 0.35203808571179807)","(0.09735397168400894, 0.1986683486091047)"
Bulk 1,"(0.06351663234127114, 0.22046102370933796)","(0.10569602573352983, 0.23704165830731944)","(0.09680716359795609, 0.21468570051335895)","(0.2760387844492186, 0.38627399850840094)","(0.13199407980686673, 0.26748493303274046)"
Bulk 2,"(0.0, 0.030170692627599652)","(0.10529900669016445, 0.20960849802784093)","(0.13843757167329518, 0.24885032850984035)","(0.3655695566347693, 0.46280962170239115)","(0.1413342096278779, 0.3012219807197619)"
Bulk 3,"(0.07795485029823637, 0.25196930115021576)","(0.13669123361992053, 0.2784444177802437)","(0.0946787480693395, 0.22462151356716686)","(0.14331483346008297, 0.2642468147521133)","(0.2005579687211242, 0.32752031858155706)"
Bulk 4,"(0.5294961487970908, 0.6239388885623225)","(0.026263080268271496, 0.10216429006623438)","(0.03373453562811106, 0.10170253686174861)","(0.08916900133596965, 0.19593933642124606)","(0.09420870700001699, 0.20338347505898846)"
Bulk 5,"(0.0016110561637672077, 0.08529260291863619)","(0.17417561991944425, 0.31197810116373087)","(0.013309686771682174, 0.07502002919219453)","(0.34330896700224706, 0.46352988036088866)","(0.18558378974103135, 0.3461902667663776)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 11,"(0.30022655803292025, 0.44122862184160844)","(0.06423470453999493, 0.17595233591237164)","(0.053502937660794433, 0.14824556688177903)","(0.22158020086562222, 0.3342899194474751)","(0.08244059148760549, 0.17829856332982866)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
