,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.09305299198816246, 0.25265240896280405)","(0.15205097464879674, 0.28794310211727214)","(0.047423972019066125, 0.13419839090719485)","(0.267216401980836, 0.37627944408522235)","(0.12498102900363026, 0.26420128428701506)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.15735867327554107, 0.31297575086685203)","(0.08161495539679733, 0.2021487859109435)","(0.06554936798510855, 0.16818730561015)","(0.3274941640878184, 0.426989661960924)","(0.07948286918935653, 0.1781984657165086)"
Bulk 3,"(0.1116328177506337, 0.24867250970251287)","(0.0316410701218289, 0.12426440835764455)","(0.14619016990193828, 0.2770112734586368)","(0.352832910330273, 0.4499377180120405)","(0.08181441501369463, 0.17600270735079682)"
Bulk 4,"(0.3866936381205861, 0.5164681690576948)","(0.061344855426478447, 0.1616553391825791)","(0.051238125292348204, 0.14102599874928132)","(0.0832124343532239, 0.19991362522557093)","(0.1359141254502138, 0.26253368914202324)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.5037197199500845, 0.6058516196457102)","(0.010265662910185241, 0.05259102386792372)","(0.046263649405909324, 0.13695637542866054)","(0.09321279928991598, 0.1991333706908845)","(0.11527503632430772, 0.23673074248641826)"
Bulk 7,"(0.24107698716417536, 0.38475293479755823)","(0.025024494959487442, 0.11217057563722221)","(0.16257848607528375, 0.30862714185172163)","(0.21115968985500289, 0.32487208994171735)","(0.07352008846119962, 0.15621751125663155)"
Bulk 8,"(0.10418098182151325, 0.24108204441675918)","(0.02216861417534078, 0.10693392316024497)","(0.19110756175449772, 0.328782793012527)","(0.2978831019049919, 0.4020845950946862)","(0.09782001255044279, 0.20795637210899617)"
Bulk 9,"(0.12763851523651532, 0.31218745322796837)","(0.14657329155459825, 0.29307289819633364)","(0.08590961197072415, 0.2157189909935252)","(0.03270384454619425, 0.12986942449184063)","(0.266599784412322, 0.38972618536997805)"
