,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 0.031242933727641593)","(0.18272574000085834, 0.3040418840366478)","(0.09516392830991448, 0.2027260255935498)","(0.32244143199369746, 0.42531579962318)","(0.1321501695948078, 0.3085002548473871)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.0, 0.07789768927994414)","(0.22941567579704264, 0.37556124270275654)","(0.0046282482691508385, 0.05716352311063834)","(0.21950599274965266, 0.3371973503629351)","(0.28047381095939794, 0.41917192008706516)"
Bulk 3,"(0.11425694422172798, 0.27202523441125936)","(0.06922445137068899, 0.18584332445581692)","(0.0844305151287997, 0.19838247223018404)","(0.27184271875723703, 0.38026994984364987)","(0.14905796231526047, 0.2746664272653756)"
Bulk 4,"(0.2989186731506711, 0.44763804393746454)","(0.09442517155874001, 0.20834523795559878)","(0.010328033220838653, 0.056627839449301054)","(0.12127504746026901, 0.23911910353033378)","(0.19174246166980996, 0.33158038806697315)"
Bulk 5,"(0.14822135061310754, 0.28434583788876205)","(0.10623392982709265, 0.20913077126498722)","(0.0007739979903204198, 0.002014521126843055)","(0.39554978238549815, 0.4874168243077624)","(0.11461638821852774, 0.25169659637709885)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 9,"(0.3055986656645964, 0.4549175892597596)","(0.11903378579409378, 0.2431335404106404)","(0.08755837091816313, 0.20567429551593416)","(0.045723574714231156, 0.15450549069083558)","(0.12839785155084826, 0.2554568354808973)"
Bulk 10,"(0.014873986721061314, 0.10640851378069532)","(0.09596274847526964, 0.2022051348288284)","(0.05888006183364598, 0.1504240437613169)","(0.4958468103705081, 0.5845860921451338)","(0.07458998762671408, 0.2162226204568264)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.08911901574933212, 0.25183771135738536)","(0.0957885825097395, 0.22488138298570914)","(0.09599259607998109, 0.21574721452072657)","(0.25409320425102405, 0.36534797200200303)","(0.13904712809203162, 0.2681451924520674)"
Bulk 13,"(0.009900106604787226, 0.11901872889027561)","(0.23350977935637468, 0.3681729040544746)","(0.018914613452526666, 0.08900527616884686)","(0.20118027380125392, 0.3102103040723667)","(0.2549882974183381, 0.3950997161807553)"
