,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.002305899385728949, 0.08745316292322422)","(0.14454430552195546, 0.26581848790066975)","(0.15966630580395386, 0.2820437525007323)","(0.33715665464655026, 0.44181186048023563)","(0.05669625743037271, 0.2225033134065768)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.03875922803443678, 0.17271351869813367)","(0.17656887729726295, 0.3098557774678348)","(0.012182224726403977, 0.07310611510485601)","(0.2744317506174998, 0.38160210597102007)","(0.20754044434817887, 0.3532399577343731)"
Bulk 3,"(0.002266459098069447, 0.09041691701331092)","(0.13161928277413165, 0.25459483679299305)","(0.13061204438127919, 0.24545288498545212)","(0.2570185822589243, 0.3635007257181068)","(0.1889182657126222, 0.3356000012651103)"
Bulk 4,"(0.3542258058864436, 0.49068905019606635)","(0.07030965299091584, 0.17846093224923681)","(0.06973739031357369, 0.18492631384574465)","(0.0762845595641445, 0.19751038883106953)","(0.12726824331374456, 0.25058766280906025)"
Bulk 5,"(0.0, 0.05648932541609644)","(0.18072948164684738, 0.30534299750834726)","(0.08949468411667486, 0.19048961157733055)","(0.32564568195241395, 0.4340401253232963)","(0.12257872989507372, 0.29948767225957657)"
Bulk 6,"(0.2425823441050925, 0.40360334374115336)","(0.13633003991506482, 0.2723680055928759)","(0.028922857540152724, 0.09401915164192581)","(0.18370166519790737, 0.300537393326427)","(0.10255390429448531, 0.23538129464491525)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.1247846734337522, 0.278948419769656)","(0.046109539278012555, 0.15106485406313425)","(0.033317232631305, 0.10213485888294983)","(0.316201179088914, 0.41801207040515087)","(0.19995829344773217, 0.3294688789993929)"
Bulk 9,"(0.45840923372906495, 0.5773312758892651)","(0.08156890739537379, 0.17349842203389595)","(0.055759572804643366, 0.1239836875378185)","(0.009255659184021669, 0.05272407656745674)","(0.17115694556684052, 0.2963122192916196)"
Bulk 10,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 11,"(0.15924034991100589, 0.3197581774791053)","(0.1046040352236773, 0.23003356208375986)","(0.027236959909717702, 0.09337367965563664)","(0.26575775444564065, 0.37382939829974404)","(0.14405864999572623, 0.2821074329959863)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.00843863779215634, 0.11294988487235043)","(0.1589299724388332, 0.28915376236769574)","(0.06541717787693803, 0.16125737716361332)","(0.23305397356715074, 0.3411714791975333)","(0.24722039205743349, 0.3824073426662953)"
Bulk 14,"(0.533043337250632, 0.6363917144636861)","(0.07759760239409932, 0.16324095507383826)","(0.005851092796797127, 0.05962458069752753)","(0.0005436464671904916, 0.0070297587501277365)","(0.20803068493459073, 0.3086466271715106)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.17823725954649006, 0.3313839360999815)","(0.055563816226258333, 0.16504619900399067)","(0.060433936954106204, 0.15584848086081007)","(0.2970142400417998, 0.4029551215458124)","(0.11729194533825515, 0.2362250643824959)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.2518665080869133, 0.39807941111629325)","(0.09304077650962331, 0.21590245271673894)","(0.08732951040736642, 0.21798980961166564)","(0.2570004911250304, 0.36510063815412647)","(0.04013532003112598, 0.07355508224111602)"
Bulk 20,"(0.0, 0.031634786365459085)","(0.009497815814259028, 0.04905119046827313)","(0.15037700313975869, 0.24276920535784927)","(0.6595904153571784, 0.7230010453323831)","(0.02613813258681997, 0.10809896511537143)"
Bulk 21,"(0.07140023828369521, 0.22811770388595445)","(0.11089538448955738, 0.24069798064380127)","(0.08766928353144397, 0.20198804909894508)","(0.2279440551659284, 0.3402549306209526)","(0.18013591073767762, 0.3108964635420439)"
Bulk 22,"(0.0, 0.0006616676016174642)","(0.1324311405252932, 0.2309413177210332)","(0.06196632289623269, 0.19111900321528494)","(0.34776875134673924, 0.4793622011385297)","(0.20689087406255974, 0.3495203890943274)"
Bulk 23,"(0.20410983410024486, 0.34507195433138116)","(0.06035888241271248, 0.16509116244167024)","(0.009405025558170292, 0.050325410618307934)","(0.36728998827465004, 0.4635306106136688)","(0.10344512477251845, 0.23137200687667603)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.2831151702192496, 0.4220069504178432)","(0.06206924471718304, 0.16274478640821713)","(0.0, 0.023864497474866492)","(0.2649327178076182, 0.3710361160171892)","(0.1395270705103016, 0.27214211248708053)"
Bulk 26,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 27,"(0.35215942066326766, 0.47703225977282226)","(0.020422456817676543, 0.09926414921925607)","(0.19295241904714833, 0.3395044977652357)","(0.17970714497229448, 0.2893955616997276)","(0.017833048077928994, 0.031729041964642095)"
Bulk 28,"(0.05245532661367504, 0.20146232224348415)","(0.1226907526333555, 0.2535478610917333)","(0.0670893595993376, 0.16979906323085464)","(0.29938892167668685, 0.40729394134559405)","(0.14241200612537364, 0.28386044543990535)"
Bulk 29,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.3794811711142776, 0.5046622845342881)","(0.05265470193694584, 0.15743921655099563)","(0.03616790516928766, 0.10699775526521363)","(0.19241879162037295, 0.3068135595982117)","(0.08005195056852338, 0.18331266364188342)"
Bulk 32,"(0.2112284104108289, 0.3459998990045133)","(0.007353056873691241, 0.04143020603619584)","(0.11187056239825072, 0.24732430721938736)","(0.27477791529830253, 0.3841035640679723)","(0.12090510179565485, 0.25500697689520296)"
Bulk 33,"(0.0, 0.03514555955851769)","(0.00920938281562296, 0.05915017147955272)","(0.08426521229056036, 0.1854006374318712)","(0.6184195239353432, 0.6925094442408322)","(0.09728607640451457, 0.21966364702042768)"
Bulk 34,"(0.1090547168817579, 0.2660198923740412)","(0.0874493807398064, 0.20976619536696267)","(0.02730865798259234, 0.09261003886695)","(0.324032419959114, 0.4258115850475416)","(0.16021072912965317, 0.2977363836515806)"
Bulk 35,"(0.26318172904341863, 0.4081366019619538)","(0.04250570202919005, 0.145832462338387)","(0.14234844244138625, 0.28812178912335196)","(0.20629794823590905, 0.3215788957153907)","(0.06023879356806956, 0.12175763554294312)"
Bulk 36,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 37,"(0.13843495878148976, 0.3075030825120538)","(0.06399746961533226, 0.1844829483386836)","(0.12568257632227126, 0.26607784591057043)","(0.21709255621662885, 0.3333493742622506)","(0.12276426081977561, 0.2406149272209438)"
Bulk 38,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 39,"(0.06796944910565127, 0.20606752074536444)","(0.06840482251265698, 0.1789362948993129)","(0.06294931242039756, 0.15856100192911193)","(0.4404163459600219, 0.5270413987615609)","(0.08406381326047004, 0.20559004040545203)"
Bulk 40,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 41,"(0.3936306003598856, 0.5176063633477023)","(0.038391410679956085, 0.1320410993944097)","(0.07228461567614852, 0.18793738580859315)","(0.12939885608836058, 0.24890748506991214)","(0.08831940858266646, 0.1914827749923655)"
Bulk 42,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 43,"(0.10283189943181617, 0.24812498428584426)","(0.1718549969236345, 0.29371504487764516)","(0.0007719022029930526, 0.0035699709350876995)","(0.2941741988648178, 0.39574907353723504)","(0.16966122174862985, 0.31954670719229655)"
Bulk 44,"(0.013841586631993405, 0.12081705801759356)","(0.12697205658489127, 0.24977236128062)","(0.12613709259954553, 0.2448193474929885)","(0.35636204296229707, 0.45972599713883994)","(0.07453904653973008, 0.22701341075150056)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 47,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 48,"(0.3667891608323669, 0.4925589380785461)","(0.017616685418069523, 0.0954836247439742)","(0.13204808232474136, 0.27590050400075605)","(0.15955042250684087, 0.27641874493892843)","(0.05711293021700343, 0.12652090693877316)"
Bulk 49,"(0.0, 0.0009631234797243874)","(0.2149296985702596, 0.34707605941924946)","(0.0, 0.06710096162044671)","(0.31989887562301683, 0.41280116760790114)","(0.24488661003647533, 0.399047970272942)"
Bulk 50,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 51,"(0.3094720909717029, 0.4572434758624443)","(0.11501160698163083, 0.23204691949727213)","(0.0, 0.02302297004458609)","(0.1583784955677924, 0.27001046105243465)","(0.14706012200107038, 0.29056273290420637)"
Bulk 52,"(0.046380738187592724, 0.17853096041690406)","(0.17229798668298096, 0.30218683908470767)","(0.0, 0.03559251765946256)","(0.25575953399231083, 0.35866943033236626)","(0.2584900924611411, 0.39549266419658136)"
