,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.04242884000851396, 0.18568492465998865)","(0.15345426507625134, 0.2858080529502913)","(0.03715610917922722, 0.1189421303393614)","(0.16433511898134967, 0.2762520605472395)","(0.30903339490339216, 0.42690510335438475)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.03885893871586826, 0.17774257976857127)","(0.09587806111844199, 0.22052554928838786)","(0.09133015099777238, 0.2024617225889166)","(0.2985569857097077, 0.40517634935154656)","(0.16489622995081318, 0.30457343250997404)"
Bulk 3,"(0.012275635863041437, 0.12301601600833635)","(0.18040128410263626, 0.31189462611592955)","(0.05357455433682417, 0.1446408809549148)","(0.28965931481287044, 0.40155796023698476)","(0.1624502693874681, 0.32052945818099415)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 0.0007285961336947539)","(0.16180192143297772, 0.27160061047542555)","(0.01776192963425327, 0.11339260878325258)","(0.41193707950045105, 0.5088726257552979)","(0.18554540641215556, 0.3290878180061866)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0942765224534572, 0.2587983101169541)","(0.1332343029857099, 0.26721860661712205)","(0.02225863501008704, 0.08800010537750871)","(0.25581369890211925, 0.36466407338915086)","(0.18662693653575574, 0.3291088086121354)"
Bulk 8,"(0.2545817627775113, 0.40573632485355215)","(0.10823401885972797, 0.2325207701858029)","(0.006070642766124741, 0.047285812145751685)","(0.25735268941581174, 0.3634043120254948)","(0.09612550733462438, 0.22868815963559835)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
