,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.12170705010736463, 0.2924600477965612)","(0.11622503925054303, 0.25081999253599296)","(0.08904309545378106, 0.21098473594972975)","(0.201956800121027, 0.31906376996570496)","(0.13639652884608028, 0.26134293997321517)"
Bulk 1,"(0.16885412156948437, 0.3311329692322782)","(0.11243039194122319, 0.24038723340351958)","(0.013171192718819825, 0.06435358813874016)","(0.24825680688680493, 0.3577787077406692)","(0.1601359661271899, 0.3034990222412708)"
Bulk 2,"(0.0, 0.07670833543057706)","(0.20717819604714532, 0.35096632220826024)","(0.03375421029913916, 0.11134968965912273)","(0.1930589698713848, 0.3011539053621007)","(0.2996758030239498, 0.4294585735546189)"
Bulk 3,"(0.08220778491718264, 0.2043830162359588)","(0.019771646206661338, 0.10004126855639978)","(0.10839775796643747, 0.2245936608673521)","(0.46002027912272764, 0.5425339268081875)","(0.07742606842671407, 0.18062459089237876)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.1422410259770211, 0.29739545834565795)","(0.08772946675427096, 0.20987007356602472)","(0.04645196455292771, 0.13067665220798044)","(0.33013497406065634, 0.4301097254031622)","(0.10279558004938877, 0.22259507908291004)"
Bulk 9,"(0.22790050106527285, 0.3734668769173721)","(0.05109873331756266, 0.15068767031080132)","(0.2778420625866928, 0.41906101569967197)","(0.031672407084696375, 0.10463009445899107)","(0.11892338830119246, 0.24471725025774627)"
Bulk 10,"(0.02781190166668851, 0.15297816716337487)","(0.14508197133287612, 0.2754514248517037)","(0.019661071247127127, 0.0859850165075379)","(0.3334175858871621, 0.4425047545938857)","(0.1820413736719818, 0.3350667330776622)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.05981732268646228, 0.18183767859904812)","(0.04833229772503937, 0.14757567905239716)","(0.10066315649311613, 0.21259570365775016)","(0.4367939662648407, 0.5227459960745283)","(0.08792392966524172, 0.20171426978157597)"
Bulk 14,"(0.33559417082628606, 0.4754825113425887)","(0.06762644210431329, 0.1791658515729158)","(0.1486231178623616, 0.2979278888693409)","(0.06064455261666923, 0.17436468016861645)","(0.07578753563162713, 0.18478324900528084)"
Bulk 15,"(0.25585569845195666, 0.40597408160952475)","(0.07193204571086764, 0.1849692660702052)","(0.012605538956234123, 0.05795264103314818)","(0.244027326848493, 0.35348511552011513)","(0.1383704054991009, 0.27482788030035454)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.32701982888401804, 0.4676971811871614)","(0.10331580251844025, 0.2284100145831806)","(0.08976524492984114, 0.21459466308048)","(0.10939283764569974, 0.2331051857987384)","(0.06907368612255244, 0.1576255552498881)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.01766018276369255, 0.11481468044328366)","(0.022085681197542055, 0.10635913200695923)","(0.16562447376614944, 0.28655850496555735)","(0.3975396390684612, 0.490273611913895)","(0.1301396252947969, 0.26894446857966237)"
Bulk 20,"(0.0, 0.04708643264925898)","(0.21210098612196035, 0.35210835683964137)","(0.03462760449613633, 0.10859755773492408)","(0.2866861073419315, 0.4008751318204666)","(0.19914072508119396, 0.3638570230087649)"
Bulk 21,"(0.048203405470151534, 0.190840882074018)","(0.11769952601471942, 0.24549886701875953)","(0.050598043103027464, 0.13831273445148468)","(0.32645969556424503, 0.43139395720475393)","(0.15380065317895686, 0.29719223591988375)"
Bulk 22,"(0.0037732949914880687, 0.06139601998577113)","(0.041260911600352404, 0.11398868886210943)","(0.05807347745432554, 0.14368091674937247)","(0.6217857101178706, 0.6933124867396444)","(0.06987774791201903, 0.19285074558704693)"
Bulk 23,"(0.3062313501052122, 0.43580757169214257)","(0.027690979779594553, 0.1007233918806516)","(0.0, 0.020692085158985393)","(0.2987244446408505, 0.404122186746581)","(0.13995833333148194, 0.266687403954969)"
Bulk 24,"(0.35500909002954023, 0.4834376353076198)","(0.02764721965209773, 0.10549026708588413)","(0.001252696202936823, 0.02747064501088449)","(0.20978888392656364, 0.3211038820793141)","(0.16867285341182314, 0.30012682729333573)"
Bulk 25,"(0.07939618696929485, 0.21476987565203737)","(0.12057226603440173, 0.24194505927552967)","(0.009760843647780775, 0.06000032587805876)","(0.42067085941007965, 0.5117753184546446)","(0.10038265308659934, 0.24072661159157333)"
Bulk 26,"(0.11115439739185645, 0.27070469040848727)","(0.10365226313378079, 0.2334774615288372)","(0.08624655038269297, 0.20386485763478362)","(0.3337192927798702, 0.4332985392468707)","(0.06555538156953353, 0.15832656592328725)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.00689328323861528, 0.1064786959979305)","(0.16241705259764322, 0.29805369546741944)","(0.02150149889299078, 0.08962089927288733)","(0.30739112653033807, 0.42086667758220486)","(0.21848002477922512, 0.3682970456407454)"
Bulk 29,"(0.18478245056328316, 0.35082214162002756)","(0.11981958034598574, 0.2532886725411961)","(0.032752944671405756, 0.10358782533159562)","(0.23735602757958138, 0.3496958425666628)","(0.1159426451038595, 0.2519518696764026)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 32,"(0.051518039630383594, 0.20336992554144961)","(0.16707568343741924, 0.30330512993315945)","(0.025661359886232138, 0.10058984118437198)","(0.2580836656351132, 0.36750602288099643)","(0.18788560916526936, 0.33500472270560494)"
Bulk 33,"(0.0, 0.05414542009957479)","(0.09261384427315539, 0.2002789818437789)","(0.07111389843471362, 0.15613056645488538)","(0.46892873336728264, 0.5668441523389176)","(0.11543490053530005, 0.2782006609902627)"
