,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0936703014580646, 0.24527244338623155)","(0.09436637345611501, 0.21826379415582545)","(0.07200051883163971, 0.17555504121255128)","(0.3508132206501693, 0.4490435342432837)","(0.0914403047224891, 0.20957446788363016)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 3,"(0.0, 0.02465842325503869)","(0.22036017290853488, 0.35472731793126894)","(0.04464098292280769, 0.15135389901662694)","(0.24048470186338508, 0.3438475865559593)","(0.23350297969743283, 0.38831807392055284)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.16632157016529003, 0.33817461381787006)","(0.13646803943675637, 0.273664388328962)","(0.03070886445601418, 0.10475967202595579)","(0.1996863653072302, 0.3157465679916669)","(0.14671766052911966, 0.28775225794113507)"
Bulk 8,"(0.06805218690269131, 0.2201299001683043)","(0.13257496261467042, 0.26205569820599184)","(0.03357079327004189, 0.11172068334432245)","(0.19787628281741043, 0.30854183815625613)","(0.2701030353953107, 0.39537461912500077)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0550760650932834, 0.18533357429924552)","(0.15160352251588233, 0.27789984193618544)","(0.009356894004312829, 0.06307926754657824)","(0.3894755474989852, 0.48919295667935686)","(0.11383809203214806, 0.26514423839402224)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.23485156016349223, 0.39287552425642197)","(0.12078252868566183, 0.2457476343755374)","(0.0007818122459497187, 0.03702584765189055)","(0.20923722047214857, 0.3194278661658798)","(0.14776963332180104, 0.29150037266121687)"
Bulk 13,"(0.19226218430704628, 0.31280321927724125)","(0.02890791441284072, 0.11306259578298586)","(0.02081947820005074, 0.0707574830466405)","(0.47240377712037207, 0.5519913507313866)","(0.07073908587892594, 0.16625291124251004)"
Bulk 14,"(0.5439825979251676, 0.6349282234264826)","(0.016740499222516365, 0.08509383057545647)","(0.04932592954011264, 0.14425757036563266)","(0.07976786217133555, 0.18593302797706399)","(0.0790203992160869, 0.18095005958014526)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.2973242877426697, 0.4407855603779962)","(0.05809118274317328, 0.163320435773478)","(0.15848628683258292, 0.30957479192285803)","(0.07234134644593143, 0.1888687360891136)","(0.10024261314033771, 0.21096475893185906)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.17546076982423064, 0.32832358204015155)","(0.10536181760356444, 0.21323096782227802)","(3.290233939171484e-05, 0.007526762146672406)","(0.27153551106703, 0.37364950354138826)","(0.19173345750077714, 0.3331447261145157)"
Bulk 19,"(0.21576424882829376, 0.3525906824528798)","(0.03968940720941974, 0.1363297438130136)","(0.09963530047750474, 0.22555897553563264)","(0.3567416622362173, 0.4536929017004846)","(0.0426916544408152, 0.07730542330573857)"
Bulk 20,"(0.0, 0.015341386584676727)","(0.060396389871033164, 0.15284442104781754)","(0.04198382319247228, 0.11909144448739405)","(0.5484656620267382, 0.6296284333968752)","(0.14280964130424822, 0.29113646878339466)"
