,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.056400609214674394, 0.19476839925248746)","(0.08941434744203623, 0.20968164020004126)","(0.11929244739384837, 0.2396506600117687)","(0.34420103445455347, 0.4435950603924477)","(0.09124995092062617, 0.211745850717516)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.09716734291413359, 0.24222443496039436)","(0.061274676868688635, 0.17162950747876038)","(0.09104297126074894, 0.2034687803057224)","(0.36580571533959777, 0.4613093901360639)","(0.09721226382857803, 0.20886491690731193)"
Bulk 3,"(0.0, 0.0005642568370709302)","(0.07965388141707289, 0.15855886317271567)","(0.132804692091807, 0.2805760779621597)","(0.25898261736790557, 0.4159613053332582)","(0.27066925874843056, 0.4027933039066505)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 0.011672915651798496)","(0.15730327375336528, 0.2921132810738665)","(0.02700994706163752, 0.12782888593397934)","(0.35197804473355265, 0.4496412595268605)","(0.21342892243483153, 0.36995807978273737)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.3066350655440675, 0.4488503011344991)","(0.06237704557690236, 0.16087250065181624)","(0.002765389952132352, 0.037380483869572816)","(0.13066625928090805, 0.24224153424921244)","(0.23711356361593594, 0.3710978561249534)"
Bulk 8,"(0.11373333966863747, 0.2702572380745059)","(0.07385073568268483, 0.19377893615498223)","(0.15307159307386928, 0.29240673694663555)","(0.2272524653438927, 0.34074197531029576)","(0.11285596971698658, 0.2220510100275097)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0, 0.0007895950284498096)","(0.16611681530574104, 0.28980087533268306)","(0.03514129718648247, 0.1653604373968734)","(0.31510593069373255, 0.4370171686090946)","(0.21952184139223285, 0.37193563408316)"
Bulk 11,"(0.2732788747672711, 0.42422199987346365)","(0.12020730000288077, 0.2378925224038561)","(0.0, 0.02721201730329064)","(0.1747983711266192, 0.28607926590656085)","(0.15757960455000738, 0.3008430638017574)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.0, 0.0008615765098956732)","(0.19919363812215668, 0.32753063469023086)","(0.00982978686443909, 0.11777655218859237)","(0.3022017397498265, 0.4000497680994884)","(0.24855802512194777, 0.39485985516331845)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.175416031157607, 0.3294284361660846)","(0.08730152195866023, 0.20640956239424244)","(0.021672979244467025, 0.07760736045943062)","(0.29864186239456936, 0.404075851944958)","(0.13114895748675162, 0.26829743679322904)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.10702514635161348, 0.26883029790202373)","(0.10975883655588725, 0.24180900873510208)","(0.11592202346565948, 0.24708137569625027)","(0.24136670165130641, 0.355386023822261)","(0.09842347184075928, 0.21439711397913702)"
