,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.11284422997174295, 0.2502107632526973)","(0.06400074616290496, 0.17299267346069783)","(0.2499676243397792, 0.3872615158448674)","(0.2687228363816615, 0.37510437190323154)","(0.04123726543131048, 0.07765797325110681)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.053877906116265806, 0.20235981084632143)","(0.18262077850310116, 0.3186645390427128)","(0.02495140503807789, 0.09611912052446281)","(0.24896605907720837, 0.3578353259850262)","(0.18356041204654766, 0.33104464282027607)"
Bulk 3,"(0.0, 0.0007929690665298173)","(0.22509550977954995, 0.33962416299351816)","(0.06081459796891961, 0.2245335424743514)","(0.17450713483072205, 0.30424661435045575)","(0.26882804470998056, 0.40235039289250274)"
Bulk 4,"(0.19005598209161292, 0.34215248751823424)","(0.0487911173230425, 0.1562721459604782)","(0.1962289487068301, 0.34476273302693633)","(0.18020735632231633, 0.2980126246195563)","(0.07873982082759323, 0.16477678360340003)"
Bulk 5,"(0.004140003212529157, 0.09890110430538598)","(0.15995288984893483, 0.28663679457353963)","(0.07337807721106857, 0.17080502443892012)","(0.33391931436182776, 0.44474423382139516)","(0.13130304984919727, 0.29621950837720173)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.1903082716973578, 0.3635001932520296)","(0.10697585665584027, 0.23972232932696308)","(0.06441461454936556, 0.17341715154296725)","(0.11658902125687147, 0.2409398946435652)","(0.18694388166926323, 0.31718878540577655)"
Bulk 8,"(0.3013567558405239, 0.4399989338354692)","(0.06841365841166103, 0.17541330974890865)","(0.015925230847440096, 0.0637713874091014)","(0.24821914169389525, 0.3573220755655242)","(0.10279744201458224, 0.22678206463289402)"
Bulk 9,"(0.3565705540405894, 0.49779915618198406)","(0.13864189759978468, 0.25934954906980556)","(0.0409375486134224, 0.11223511566911819)","(0.027490653207504205, 0.11703127540687833)","(0.1576149234131346, 0.2923293267977786)"
Bulk 10,"(0.08945963136921573, 0.24204891033483336)","(0.09499145595712508, 0.21867685743640744)","(0.04534400599762867, 0.1296905654115172)","(0.33480747012189277, 0.43574481892079214)","(0.1371301926964889, 0.2721060917540986)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.021686822439989845, 0.13420094758925238)","(0.1501174846255277, 0.2788657056988504)","(0.014513088689671595, 0.07599657828273433)","(0.3557378572814297, 0.4643709793979064)","(0.17597916731904112, 0.32853136867559657)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.4190069181725432, 0.5406209659262001)","(0.07242686980504742, 0.17883924335624524)","(0.005314526680286216, 0.04075768293715368)","(0.16176690484732936, 0.27387460341210085)","(0.09183283452480973, 0.215559450338284)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.035306113480553264, 0.1424315628390909)","(0.03358424548237849, 0.11968008221031043)","(0.0888782836080926, 0.19245987581476495)","(0.49471049485641516, 0.5770039451031508)","(0.09445425280293815, 0.22149114380230542)"
Bulk 20,"(0.0, 0.0007438041878005938)","(0.14227542203020246, 0.2586325513488445)","(0.02236875934221972, 0.12727709419436942)","(0.3846296251986608, 0.4905349899329228)","(0.21439453787086832, 0.3598870200819119)"
Bulk 21,"(0.07459690333124794, 0.21472054060588372)","(0.11175499917137494, 0.23450773004050057)","(0.02659374420426936, 0.09382961422090488)","(0.40892144763591665, 0.501389520684685)","(0.09796966043998168, 0.23571583966523552)"
Bulk 22,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 23,"(0.0, 0.03994256268561471)","(0.04031664078706986, 0.12119019085795782)","(0.06412229335769637, 0.15343856462550245)","(0.49771591160558604, 0.5845474674987154)","(0.1804011848896821, 0.3210583609920014)"
Bulk 24,"(0.17699521853209693, 0.3363591602736106)","(0.1481235957718613, 0.2697137856721608)","(0.00019795708951368196, 0.006326803314677876)","(0.24017797684068717, 0.3467726791427538)","(0.1626012361243117, 0.3127315872383258)"
Bulk 25,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 26,"(0.23153410080504228, 0.37497827116437327)","(0.04402417778631737, 0.14299867292169893)","(0.0374984289553212, 0.11014995026815781)","(0.3142116071449054, 0.4172359429140556)","(0.10648183245914203, 0.22088701558098625)"
Bulk 27,"(0.2127740554006176, 0.37822215775856344)","(0.1411742200633797, 0.27017263146687465)","(0.0, 0.03778369786096236)","(0.0894065148120749, 0.2060821930163645)","(0.2656617910711942, 0.40056851764510687)"
Bulk 28,"(0.34965829096994727, 0.4757564164643181)","(0.020818512279721674, 0.0914795202809944)","(0.019571167194136478, 0.06686831006373206)","(0.2279769380801897, 0.34100721112962495)","(0.14166887336496545, 0.26519476017236976)"
Bulk 29,"(0.3611994373972969, 0.4967818315421314)","(0.08754158331552006, 0.19843038134285332)","(0.03828572836627479, 0.10899288030218297)","(0.09674895299053829, 0.2178410985920108)","(0.1321109249973996, 0.2620671811537918)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.2503613282327095, 0.41102822035010744)","(0.1018728363925836, 0.22827190778178136)","(0.08340609456239054, 0.20387371722834133)","(0.09125642997725965, 0.21726295672444873)","(0.14195833018718934, 0.27070817856318846)"
Bulk 32,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 33,"(0.0, 0.0007956798623566886)","(0.17964352548736243, 0.3035441486842844)","(0.024925678513961158, 0.14284735589053074)","(0.3348735953809249, 0.4449964354119526)","(0.20794291759935257, 0.36122634303163104)"
Bulk 34,"(0.07904081172593042, 0.2405716982828261)","(0.09926995575923676, 0.22774005801325475)","(0.03634243043575661, 0.11441476942157261)","(0.26405343418096305, 0.37165008653038634)","(0.2163407592361773, 0.3505759964138962)"
Bulk 35,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 36,"(0.7310608334087542, 0.7896187790772856)","(0.004652972169626627, 0.03959991804385514)","(0.022306417453354516, 0.07267396319765113)","(0.11275959646234598, 0.19290880194355683)","(0.01040608852203833, 0.02401262972153151)"
Bulk 37,"(0.12457861540431894, 0.2960535475187803)","(0.12603926295808154, 0.26337413821849254)","(0.08785056846531944, 0.20949858202041818)","(0.21844578333666007, 0.33500430009521975)","(0.10782039717289695, 0.231334804809812)"
Bulk 38,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 39,"(0.2298334521325187, 0.358888990203755)","(0.03667905652933632, 0.1271011838817857)","(0.019744783323423064, 0.06878905748030156)","(0.3987642557551804, 0.49020926507220464)","(0.08218563876853863, 0.18780431685295607)"
Bulk 40,"(0.08724381217264596, 0.24379443466209313)","(0.06781248011600852, 0.18649648038883523)","(0.1440152066186099, 0.28130140580950413)","(0.21415700558593512, 0.3294549507222284)","(0.16085547988750884, 0.28486874403663076)"
Bulk 41,"(0.12196959581493186, 0.2974932655332536)","(0.1192657468826071, 0.26089708330960293)","(0.10971554674495435, 0.24599748265818513)","(0.21824460844851823, 0.33593098805367594)","(0.08864020653590547, 0.20184547601836528)"
Bulk 42,"(0.10905744108548823, 0.2800532020230365)","(0.11886180751217065, 0.25399504055566113)","(0.05869709408686002, 0.15904313309514043)","(0.21453538926131052, 0.3297468080229221)","(0.17063753365296422, 0.30537255070444635)"
Bulk 43,"(0.0021530650108647076, 0.09699612133252129)","(0.10746610295921269, 0.22865519938329945)","(0.1472526003253708, 0.2676711664098633)","(0.18890835817994797, 0.2982791030454078)","(0.27024555327268796, 0.3923727300808242)"
Bulk 44,"(0.0, 0.0030103909602988755)","(0.19455618786403445, 0.32388304215527114)","(0.027636220560542393, 0.15610777908158913)","(0.26398270425090703, 0.376672580159162)","(0.2540159396784248, 0.40050699290823827)"
