,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0004731154973272589, 0.09159732968327827)","(0.22033088200370832, 0.3699908623433962)","(0.006196877379232472, 0.06334239879110205)","(0.18229746659113377, 0.29440784407608733)","(0.32354961113764397, 0.44781361249709034)"
Bulk 1,"(0.3036973010653472, 0.43741837867668465)","(0.06580306590487847, 0.1741971721834594)","(0.06232763688431128, 0.17308524486952886)","(0.3019083894739333, 0.4039287485742262)","(0.02728800988059788, 0.05034605248703277)"
Bulk 2,"(0.0, 0.004745231048289868)","(0.1522831102132851, 0.2787673986824542)","(0.03420935605215655, 0.15791090939323255)","(0.33593536468251833, 0.4500993776156221)","(0.21620036249074404, 0.36985232653352496)"
Bulk 3,"(0.0, 0.0006385906207695793)","(0.1467815307868353, 0.24073949933137073)","(0.1337140462371438, 0.2824945448807856)","(0.2552451074010844, 0.4074395335625093)","(0.193873152846404, 0.33971258495386686)"
Bulk 4,"(0.2421074482555674, 0.3976814805969624)","(0.08572839246857444, 0.20914679232915373)","(0.058228715119278594, 0.15493454854846245)","(0.21909678088991613, 0.33396226160079245)","(0.09612986198763107, 0.2029837182036613)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.16682677686389558, 0.32725218373991954)","(0.1142007682052471, 0.2431160263261984)","(0.023117338415834653, 0.08403373902045547)","(0.2814177887555402, 0.3866011614555504)","(0.11879443941321233, 0.25463977780414637)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0, 0.04601796572176646)","(0.18884471471783565, 0.32850439972890827)","(0.03393538544167061, 0.1078818959994321)","(0.3296623879591174, 0.44519125773881685)","(0.177637039494661, 0.34729167925684656)"
Bulk 11,"(0.0, 0.061565541601622795)","(0.16398559180408354, 0.2857787128376388)","(0.17724265216561952, 0.3016224364951601)","(0.18363323232429193, 0.29679617074736125)","(0.19476587214618346, 0.34129798755797247)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.0, 0.021024051467142528)","(0.17940830870738128, 0.32882997241877837)","(0.019502553130073375, 0.09509753161818957)","(0.33052353190921185, 0.4339570867467723)","(0.21582700394647356, 0.3788547676421379)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.24060494192561416, 0.38871227616930654)","(0.06617561879928788, 0.16986772264509445)","(0.0, 0.023522329929798844)","(0.2551997177557428, 0.36090158638873027)","(0.1801732707395824, 0.31630299296639014)"
Bulk 17,"(0.3727689881833145, 0.4963844938332298)","(0.01809321125312604, 0.09493965424623069)","(0.15795111551369867, 0.30211306382109304)","(0.169827774940959, 0.28322119520983463)","(0.035690339503366225, 0.06901016349514723)"
