,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 0.06977818737349456)","(0.14824276136794512, 0.2771999752577286)","(0.061267408060576733, 0.14839867912399893)","(0.3273031433063412, 0.43624526814764114)","(0.18788519108037957, 0.3462296662602671)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.01784595084295193, 0.13666942278107522)","(0.1394463717421235, 0.2682054237623868)","(0.05783759251752337, 0.1505268900063819)","(0.29876312068898914, 0.4071312747593653)","(0.18775371808227143, 0.3358202348169314)"
Bulk 3,"(0.19117037866084743, 0.33598729606056876)","(0.08438120194380486, 0.19985050239735483)","(0.09758030195832386, 0.2280654989660182)","(0.34110948140799935, 0.4394154729960432)","(0.029891753602644927, 0.0525481120063946)"
Bulk 4,"(0.38384840045691754, 0.5172033200707308)","(0.08796500895840124, 0.19756500122181947)","(0.018030411342317924, 0.0711829155284548)","(0.043068063818833754, 0.1461049979749547)","(0.2014082439927558, 0.333623636634814)"
Bulk 5,"(0.07888322599606264, 0.20070746578216186)","(0.08773245777453187, 0.19441964368913633)","(0.005114494300080388, 0.04429818640875018)","(0.4951450889076131, 0.574445050162227)","(0.09485036304233177, 0.22440402393710476)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.08750098466361389, 0.2387350505171914)","(0.08563963084464651, 0.20614314065859415)","(0.01571738963358618, 0.07113870868497058)","(0.35019881991380203, 0.44993017180732303)","(0.1761999306188774, 0.3187961726573949)"
Bulk 8,"(0.3400815450747187, 0.47515929530033857)","(0.10642171760610399, 0.21664809787743117)","(0.0, 0.016111511352374527)","(0.21600268476559348, 0.32358956842567743)","(0.0894134714817443, 0.21921246447242973)"
Bulk 9,"(0.12449979598203016, 0.2987357944504423)","(0.12118856622435337, 0.25904605205572767)","(0.13498403251243496, 0.27736705765477637)","(0.11330830600015497, 0.23674845478205075)","(0.15394563791801838, 0.2801763024200108)"
Bulk 10,"(0.10540512444292606, 0.23319381121194216)","(0.05617341496529602, 0.1575691953578657)","(0.04746853257327863, 0.1306071667620182)","(0.4761557077838756, 0.5541494132701827)","(0.07088397022796214, 0.16839366340465295)"
Bulk 11,"(0.19529328210330066, 0.29262863674304307)","(0.003318813221802965, 0.048748246925593944)","(0.029096545079425728, 0.0892857401406344)","(0.571089820768271, 0.635341370490201)","(0.03834305538638755, 0.0968544891413396)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.00527039401105904, 0.10017171037858288)","(0.11639231744254253, 0.23944126146956463)","(0.05548031599266267, 0.14284802788315995)","(0.36458828574247004, 0.4735849874474717)","(0.1724969361308134, 0.32972576350167315)"
Bulk 14,"(0.18507021752844563, 0.3400213804971217)","(0.04732002966488136, 0.15356951890571638)","(0.16808648871388365, 0.31900830813294756)","(0.25099739567108476, 0.36254776390172944)","(0.05624198889316681, 0.11713690809102309)"
Bulk 15,"(0.18755718273040028, 0.3438782297811686)","(0.07012190638471347, 0.1845414691611865)","(0.004843939993825833, 0.04188026183143817)","(0.3144451367966646, 0.41635586992547974)","(0.14879677531047591, 0.2875792280846469)"
Bulk 16,"(0.1666307686030313, 0.33260843275031393)","(0.10154782925581106, 0.22608592248457715)","(0.03222767663668094, 0.10523518377209012)","(0.16034782956206328, 0.2770638547009101)","(0.23443373605719964, 0.36381876617732256)"
Bulk 17,"(0.3510848093621076, 0.48483511670838253)","(0.0636248059503017, 0.17315896074647288)","(0.030551556807324236, 0.0949923382257171)","(0.18732816041909445, 0.30246234775391545)","(0.09737269176748581, 0.21458921225919841)"
Bulk 18,"(0.29528628613169466, 0.430991875655861)","(0.009978487920980036, 0.0733631889386167)","(0.12650229816469216, 0.2725115615300904)","(0.20127337924920127, 0.3170839685742854)","(0.08322029754137261, 0.18978865629320618)"
