,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.2485342062068856, 0.39398959898641783)","(0.05860662400000377, 0.16640754441733147)","(0.10649397178479326, 0.23791867631225178)","(0.21744231289567573, 0.33211185788005526)","(0.0793654668745283, 0.1591297406420574)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.026446267808980635, 0.1261738123048239)","(0.06412347363495226, 0.16187751908272519)","(0.13476424644909724, 0.24776538906155327)","(0.49472939313946107, 0.5716952202749358)","(0.03770024725454032, 0.13472443098893047)"
Bulk 3,"(0.0026674619735914604, 0.09958648662949512)","(0.19341054150665554, 0.32622226030521856)","(0.04713583100539606, 0.131377794366855)","(0.3064638300898926, 0.4232943663460527)","(0.1506440050208979, 0.3191974227559451)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.012868854752903704, 0.09915463633241542)","(0.11732983651898446, 0.2308039286776942)","(0.011749936038895438, 0.06611162242425425)","(0.491808642932103, 0.5894000279743766)","(0.1166839566555642, 0.2640885576928087)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.16268218902835274, 0.32029787357055656)","(0.12316123725566792, 0.24843866859847225)","(0.0, 0.03240015996545473)","(0.30306998765070553, 0.40527859287618323)","(0.12885748902947658, 0.2763598469913668)"
Bulk 8,"(0.04798563291890953, 0.18596896507830318)","(0.16340479539607689, 0.29527522075230495)","(0.011429003269255718, 0.06974080140499814)","(0.28818191894862843, 0.39433819186101116)","(0.19867782195103487, 0.3449976484194772)"
Bulk 9,"(0.4067618992522404, 0.5368885557251319)","(0.11856495234034914, 0.21981210734800966)","(0.025781655584693232, 0.07481291214342928)","(0.0054117403946501025, 0.04212023572748813)","(0.22345372049395298, 0.3463922209900553)"
Bulk 10,"(0.036613399035188524, 0.1737748937835712)","(0.17081569914175354, 0.3059487903136789)","(0.017347036711816775, 0.08372019681822371)","(0.2721344710115825, 0.38094979857060585)","(0.20574520767430268, 0.3529505069392762)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.21800051282340444, 0.37555113366910514)","(0.10737215218625475, 0.22567290946596935)","(0.0, 0.024503493399835437)","(0.2040424249819287, 0.31190839589029684)","(0.1964714869261562, 0.3387634986176943)"
Bulk 13,"(0.0, 0.04709652993766043)","(0.11744845411633076, 0.247838023777052)","(0.051971155793440346, 0.13283608666415037)","(0.31242003391418505, 0.41426650642109375)","(0.27126200037335824, 0.40909254503746784)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.3398319611569516, 0.4779346860044541)","(0.08964786578204986, 0.20629874079386246)","(0.016316157197858974, 0.06798768120534593)","(0.1708916419327365, 0.28596221439101793)","(0.10851021647670779, 0.23661883505901488)"
Bulk 17,"(0.40195210039040125, 0.5244019051647936)","(0.050162215302801835, 0.1513777296276868)","(0.12599223458028758, 0.27104772021164136)","(0.11918430403699681, 0.23580594669157268)","(0.040847638745261414, 0.07922820524855681)"
Bulk 18,"(0.2518360166991678, 0.41027289557116065)","(0.1097955023850554, 0.23548567997865497)","(0.024431945023435604, 0.08723904477753386)","(0.14330752299335364, 0.2622452746547806)","(0.1700117232800123, 0.3053743946368453)"
Bulk 19,"(0.10965123988322012, 0.2613252131722582)","(0.04791827064771898, 0.15304409334242425)","(0.09933671882814196, 0.21838181556883743)","(0.3295549461065849, 0.430254456191461)","(0.11687931792826503, 0.23365392833108814)"
Bulk 20,"(0.0195400789991411, 0.1423836575220223)","(0.1810267849136195, 0.31511249724649537)","(0.03493003444504704, 0.11478725508373396)","(0.28951140922690544, 0.40128353012240336)","(0.17274068846918478, 0.3286840639714471)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.18556040532912751, 0.29246119370498536)","(0.06342465615349109, 0.1291652907697185)","(0.07962879284649702, 0.1771196632929942)","(0.5029965182404884, 0.5696434796626978)","(0.0, 0.00020992929912104507)"
Bulk 23,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 26,"(0.08066077282633918, 0.22116433745089045)","(0.02750734862141877, 0.11827308166237174)","(0.18369139531943968, 0.324353032670168)","(0.20069582549181642, 0.31428754854500895)","(0.20265941182365368, 0.3267072455888932)"
Bulk 27,"(0.13824573960153336, 0.3117095556082547)","(0.10842256600020891, 0.23968866954215998)","(0.06907735242461063, 0.17732692076037784)","(0.14123547306215142, 0.2636115236010082)","(0.21138957548755738, 0.3392926239121376)"
Bulk 28,"(0.06981767705559423, 0.18245583072028648)","(0.009733573007490816, 0.07297712243081939)","(0.277783366943115, 0.40163543322062945)","(0.33530747669402117, 0.4301938377126795)","(0.06283937079149104, 0.15725631142387292)"
