,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.043727688114442956, 0.1938451592265643)","(0.21410869244971342, 0.35055254737177977)","(0.051909341258090144, 0.1504365866132355)","(0.1559531127642398, 0.2707584324417467)","(0.21508463090210006, 0.3536238088580874)"
Bulk 1,"(0.26259138784305547, 0.40493493828773086)","(0.040982566486181024, 0.14335874446416458)","(0.06418779591098787, 0.16562944488433246)","(0.2393540339419266, 0.3527288773833233)","(0.10710298492054872, 0.21912922587774908)"
Bulk 2,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 3,"(0.021614224486956976, 0.1492607467058753)","(0.1877631422239861, 0.32214986386122074)","(0.03695640427083467, 0.12104182311187063)","(0.216159485187811, 0.32572234832521446)","(0.2407527229407796, 0.37857923888545036)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.027803330566684797, 0.1333778227872254)","(0.19462999681568477, 0.32249096707802566)","(0.0, 0.016189829148494986)","(0.32258013952067566, 0.430785411019764)","(0.20328787996724607, 0.3524543006625013)"
Bulk 6,"(0.22489113641478248, 0.3902387878670512)","(0.16517263992249165, 0.30287976097253094)","(0.04133367945185114, 0.11764194676750607)","(0.012613113756834347, 0.07857190742275569)","(0.273043939446132, 0.39361308797806466)"
Bulk 7,"(0.12379651373090325, 0.2942333661652806)","(0.106329747249116, 0.23993755826227015)","(0.0942557925687952, 0.22035652198660804)","(0.20745663701588046, 0.32559307844554664)","(0.13122007408502773, 0.2568207104905719)"
Bulk 8,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 9,"(0.31190613027806874, 0.4624284673935591)","(0.12339125887553215, 0.24253348068074937)","(0.0, 0.03227994514773216)","(0.08263025005621231, 0.19531844963192613)","(0.20501936220073427, 0.3462767182615778)"
Bulk 10,"(0.09695125818454017, 0.2369624604156493)","(0.05566406166607887, 0.16266868757306588)","(0.1203525910530371, 0.2441551335665601)","(0.3673550412625184, 0.46200638192966537)","(0.07875660975071336, 0.17512777459817175)"
Bulk 11,"(0.04718340380614455, 0.17481134180775906)","(0.1541069401410075, 0.28059016936660575)","(0.0, 0.03529102724785077)","(0.315136977127005, 0.4176268723819893)","(0.21686871433345134, 0.3608859306657647)"
Bulk 12,"(0.27960954054376164, 0.42381707390757417)","(0.10796747426908562, 0.23305579124945738)","(0.017523896694389873, 0.06966430199510111)","(0.25132970965068496, 0.3594035390172579)","(0.07162794624913385, 0.1860007264235534)"
Bulk 13,"(0.036017063220062095, 0.16187064808886273)","(0.06053195272508681, 0.171832042312758)","(0.038909249259447116, 0.1163293085615853)","(0.32797374832447357, 0.42772031998358795)","(0.266886634504247, 0.39192903301988935)"
Bulk 14,"(0.4039410437732388, 0.5293287367537529)","(0.03959569258057508, 0.12557618673576093)","(0.09762629952639965, 0.22637536452475257)","(0.03243181308517842, 0.12442918642699971)","(0.14682296531204098, 0.273872711281301)"
Bulk 15,"(0.2909381319622988, 0.43208171982045984)","(0.03407045387280872, 0.12853698270684444)","(0.07924405576269815, 0.19595267138285571)","(0.19360375526050333, 0.3110877308719341)","(0.11156333326008636, 0.22292116509951074)"
Bulk 16,"(0.27825390741813016, 0.42718189802798523)","(0.08345058858676228, 0.1940934721507)","(0.009249434287085672, 0.05487417837546327)","(0.13421403015323355, 0.24997478467725873)","(0.21685241797093185, 0.351855288352449)"
Bulk 17,"(0.2086398551290797, 0.37207168734729446)","(0.07021415419049115, 0.19190762186925925)","(0.13085364893511325, 0.28010643274441355)","(0.18937138938233045, 0.3097553619212468)","(0.07919872348356854, 0.16788112499720298)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 20,"(0.03745531990749367, 0.16073309731840268)","(0.157064179170518, 0.2855290568630713)","(0.006248005380811796, 0.05790931806867264)","(0.32406188670826896, 0.43012913691517873)","(0.19670196852765254, 0.34416803113992944)"
Bulk 21,"(0.04563250654828864, 0.1801972245037337)","(0.12647325709730667, 0.25212370038788706)","(0.032111092770530245, 0.10663355325583652)","(0.34953475317224186, 0.45245158756405385)","(0.15408427399178154, 0.3007580507083399)"
Bulk 22,"(0.0, 0.0006320121498932005)","(0.1109289543866053, 0.20769327038100502)","(0.04944030568165827, 0.17087617152314852)","(0.39830861048301847, 0.5272279749495609)","(0.19540786620651313, 0.3401168463884902)"
Bulk 23,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 24,"(0.20322705747191086, 0.3658691155862075)","(0.11394853301755029, 0.24240371484298193)","(0.02880801719633256, 0.09840788264011988)","(0.19413440708957122, 0.31120661348322903)","(0.1512375669261022, 0.29075709174599473)"
Bulk 25,"(0.043321050745525544, 0.1713315536118291)","(0.11276766109319296, 0.23368832402641)","(0.056035269479303165, 0.14691960482654237)","(0.4199388766413913, 0.5138520533851016)","(0.08325316917289052, 0.21889243701781322)"
Bulk 26,"(0.18838515670207917, 0.333884726852896)","(0.029581094207510067, 0.11995853735667344)","(0.03837076906732532, 0.10998594773767223)","(0.29020199806427227, 0.39778783326378275)","(0.18172053362291007, 0.31012340312487857)"
Bulk 27,"(0.3235470303168947, 0.4654682340046308)","(0.07951534431943615, 0.18513343624043604)","(0.0, 0.030965564617973868)","(0.14866419927319754, 0.2598801451918772)","(0.18394555435053644, 0.3230427802979538)"
Bulk 28,"(0.02699080584776606, 0.1622919199799571)","(0.09914586979453822, 0.22787763314875625)","(0.17793453974346485, 0.31252642056079505)","(0.18315983717056394, 0.2987935673713571)","(0.191898637978398, 0.31938076840440355)"
Bulk 29,"(0.06188439039539945, 0.22903073480852754)","(0.1414968508016381, 0.28003737984533866)","(0.0728572488891385, 0.18568381839575201)","(0.15710690032514354, 0.2746929347098136)","(0.23504508820042233, 0.3621646536288262)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 32,"(0.18976621698861607, 0.34641498167911444)","(0.08520486960216873, 0.2021499284266275)","(0.005997910116183915, 0.04716968849831664)","(0.26141618031798003, 0.3677813932493535)","(0.1770280364563605, 0.3170707946652786)"
Bulk 33,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 34,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 35,"(0.20705728272706714, 0.36249667535050245)","(0.10330530766482358, 0.23093693741221033)","(0.0853650164171835, 0.20660901535278034)","(0.2504987768889314, 0.36138571626515636)","(0.06091939620701839, 0.1314258757143265)"
Bulk 36,"(0.160459333878007, 0.33518334347762857)","(0.10994453110877883, 0.242250213265851)","(0.03287640354602244, 0.10971446430960052)","(0.15087846733609603, 0.27170745712541206)","(0.22726889422641394, 0.3597168917261895)"
Bulk 37,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 38,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 39,"(0.004276231574786578, 0.10221803186065703)","(0.20365492158528897, 0.3404983008638385)","(0.023704916179712196, 0.09571470057689378)","(0.3187472089499684, 0.4415116621032255)","(0.1493827950586752, 0.320291231246954)"
Bulk 40,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 41,"(0.3449702958097165, 0.4755049523979942)","(0.03492853719966582, 0.12529644654853314)","(0.03565045576336281, 0.10256084289189543)","(0.2317203331588506, 0.34367778289380996)","(0.09606017284240166, 0.20963018049376986)"
Bulk 42,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 43,"(0.19573075108904286, 0.3388780631393193)","(0.030929630160233576, 0.11789634556233154)","(0.04129265472449857, 0.11681460920024973)","(0.2705363274948337, 0.37918427031171886)","(0.1909789302712786, 0.31775841804649335)"
Bulk 44,"(0.08654926275152337, 0.22878043104966467)","(0.10875297083074471, 0.23127629789464726)","(0.027896365189425898, 0.09552053881837307)","(0.3853533730764127, 0.4807208400102716)","(0.10883713914383941, 0.2463127812350972)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 47,"(0.06347740016202631, 0.20949095543440077)","(0.10060132174284968, 0.22372586600643324)","(0.007435757407787236, 0.056000320412301366)","(0.23104187068848497, 0.3337753900589004)","(0.32829922871152933, 0.446151889375287)"
