,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.2143384211387459, 0.33860859338000504)","(0.05667230082014103, 0.15464989888596614)","(0.04151513964896213, 0.13170802503094325)","(0.4497580471036565, 0.53140140102152)","(0.028442574457616047, 0.05290559851244377)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.11125710183214103, 0.2614921107883837)","(0.11385270155897038, 0.23692697816824254)","(0.0026415367796349745, 0.043855509019174635)","(0.30068155101822325, 0.40202154691529235)","(0.1928175767146706, 0.33445338720526674)"
Bulk 3,"(0.025450557143937236, 0.15988194548010679)","(0.13031597963786834, 0.2615366476564033)","(0.07542859125140858, 0.17974940963694128)","(0.2227974482977949, 0.33145672579304897)","(0.24177244739052212, 0.37161024771196866)"
Bulk 4,"(0.28714248408766946, 0.43923358016555164)","(0.0771005862551263, 0.19091474310631196)","(0.09382786883830059, 0.22280701844921968)","(0.0822501945493053, 0.20580100233778406)","(0.13783017695186967, 0.26309234525886105)"
Bulk 5,"(0.03402804434783813, 0.14562326197422568)","(0.1898251424551544, 0.316114641751163)","(0.0, 0.035567812927769046)","(0.3858258110527505, 0.490628870945916)","(0.1243894834657583, 0.2808274478338644)"
Bulk 6,"(0.33407866126091823, 0.47574166394691897)","(0.08872677355619843, 0.20660420897670548)","(0.058688357219998724, 0.15490389138895244)","(0.10248001221798148, 0.2260794306177294)","(0.11519283772826351, 0.23750416308633343)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 0.06020131254781836)","(0.2257308778382314, 0.3582800536649279)","(0.07458190475269934, 0.18070687315771056)","(0.1604624448042406, 0.2686808730280763)","(0.271418367207819, 0.4065468343783679)"
Bulk 9,"(0.19449201690489565, 0.36327791723013053)","(0.1497752436181876, 0.28498942359011636)","(0.10437921916873603, 0.2283528210233579)","(0.025548813939164333, 0.10912723684359554)","(0.20490918622895554, 0.33514812145286027)"
Bulk 10,"(0.10830968539105959, 0.25263355400191423)","(0.11036576328887057, 0.2324105143817123)","(0.02015328674747146, 0.08030491218049088)","(0.3877214803343063, 0.48071260729139365)","(0.09707229608258573, 0.2303159003001951)"
Bulk 11,"(0.023668682069103622, 0.15835721980451622)","(0.12286494688242934, 0.2543200619387362)","(0.06106237560217022, 0.15800889076185698)","(0.2766041885731235, 0.38514540363646166)","(0.20934757023364098, 0.3506206604979614)"
Bulk 12,"(0.3029532587927432, 0.4494559568957343)","(0.06850432205721027, 0.17818029045773176)","(0.037254973547818475, 0.11202167918817968)","(0.14542565346430594, 0.26559555963064274)","(0.1550482368105065, 0.28556006915512694)"
Bulk 13,"(0.0036395397865176815, 0.09272389453516483)","(0.1422505022320924, 0.2828741318444028)","(0.01135896463371799, 0.06868907868488501)","(0.31931422406040166, 0.433148877162121)","(0.2518339735068547, 0.3941668135538418)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.1656844219894506, 0.3452167069818625)","(0.13637706142157324, 0.2783147045324742)","(0.025593450830964745, 0.09774985912097271)","(0.14566024968313845, 0.26656676758426123)","(0.19960378998808792, 0.33923298786721445)"
Bulk 16,"(0.3381149585016193, 0.4649965736645363)","(0.007988684486195309, 0.05559244547371118)","(0.10266523835356019, 0.23967975661934232)","(0.21462857670268295, 0.32886290451886624)","(0.07183994571487759, 0.17563091596460847)"
Bulk 17,"(0.3071397754871383, 0.4410807881069834)","(0.04182201194193568, 0.14454102085037673)","(0.10181713532721488, 0.2302825971383829)","(0.25370188861424997, 0.36418366578039635)","(0.040505543218240764, 0.07492557353508089)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.050744411740135525, 0.1752648055522356)","(0.09732362638290044, 0.21247604327173447)","(0.061641042511465294, 0.15503217658836144)","(0.43721168799898075, 0.5246793211806249)","(0.08160717138545506, 0.2040197133881065)"
Bulk 20,"(0.0, 0.05700202577239194)","(0.20330384302939294, 0.3429289333189639)","(0.042169733015879354, 0.12314677144639645)","(0.28735822592255106, 0.4019295519072757)","(0.1897506070767025, 0.35775922211848615)"
Bulk 21,"(0.03329799210407655, 0.17385512083899132)","(0.19354270324000247, 0.3287222486329534)","(0.0678246184438476, 0.17297288741374814)","(0.23584016087687387, 0.3493475240566004)","(0.14735618504686313, 0.2972405593460433)"
Bulk 22,"(0.1479652024549314, 0.2903663019541084)","(0.12403838930237951, 0.24843894512392026)","(0.024287057236297836, 0.08723352074246882)","(0.3917920332118324, 0.4799218967183918)","(0.054097204990034696, 0.15185944826563486)"
Bulk 23,"(0.047643392942447405, 0.18114660678569153)","(0.12701669251111097, 0.2535172430335635)","(0.015433698452173301, 0.0744853250750796)","(0.3508076010155494, 0.4537814646250763)","(0.17409087854539024, 0.3220770970139178)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.13913488556238263, 0.28215365319389524)","(0.08203628258839885, 0.19379999533767067)","(0.00229400276107182, 0.036494670523415186)","(0.38368061252942287, 0.4776962189054833)","(0.13254865916825526, 0.2701610194300044)"
Bulk 26,"(0.20521160780298636, 0.36469946376913615)","(0.068565175678684, 0.17861927146390125)","(0.049891376418890666, 0.1393340726208617)","(0.14807411400414988, 0.2682510123965389)","(0.22532301531443016, 0.3520308905304211)"
Bulk 27,"(0.14996384936141477, 0.2758874727934415)","(0.009476098867419305, 0.0742134582745937)","(0.18113964673734273, 0.31351794366860736)","(0.3830971113516946, 0.47662094565755514)","(0.04175161825134969, 0.09433185503658095)"
Bulk 28,"(0.10914429883036611, 0.2747585530142992)","(0.13331657126764868, 0.26757538099214345)","(0.038841073046028664, 0.12061704326326186)","(0.22493357867825486, 0.3378804623967257)","(0.1775179479403038, 0.3154150905709678)"
Bulk 29,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 32,"(0.33533594041752823, 0.4646311133283543)","(0.015858143281412166, 0.06629905275048442)","(0.04065634512431246, 0.12250692761369314)","(0.10703165873207271, 0.2202716160773442)","(0.24928898278458583, 0.37812021989021255)"
Bulk 33,"(0.0, 0.0007899735406547517)","(0.18738060064297862, 0.3084236608415209)","(0.021619897345706802, 0.1342943377812722)","(0.35882850636611563, 0.46557828864575423)","(0.18328024879474375, 0.3405944595819081)"
Bulk 34,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 35,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 36,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 37,"(0.11531172868339513, 0.276811863653116)","(0.12194010171779608, 0.2527261704943819)","(0.013099301449609035, 0.06831819345802465)","(0.292838287734994, 0.39803329607706284)","(0.15724392595778397, 0.3036771307738364)"
Bulk 38,"(0.35391238369750766, 0.4905190083288775)","(0.07758873269537248, 0.18294954107492833)","(0.06761520475441424, 0.16857996191416913)","(0.024765289544518454, 0.11339595251063961)","(0.19707608413913624, 0.323597841340436)"
Bulk 39,"(0.0, 0.0008405184453539815)","(0.19911698644836048, 0.3223350609133238)","(0.009469260546503655, 0.11190706766714682)","(0.30173278327603553, 0.39763447899279375)","(0.25844324677505304, 0.3993611153807831)"
Bulk 40,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 41,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 42,"(0.1789719904363646, 0.32425449434721654)","(0.032836230665894674, 0.12741366122726788)","(0.07276496065029261, 0.1779193744770974)","(0.3335554695373062, 0.43382331915954453)","(0.10559034366670846, 0.21287015583230723)"
Bulk 43,"(0.043611221865965874, 0.16825962912466896)","(0.15227039181751198, 0.2783681298501878)","(0.0, 0.0309369827039215)","(0.3295909999972866, 0.4319786118886835)","(0.21204110795235775, 0.35686163264912485)"
Bulk 44,"(0.1814165663769729, 0.33953806311595236)","(0.04461819823896648, 0.1453092013370361)","(0.11580845738676736, 0.2539814113659422)","(0.15439175357816928, 0.2770701335452335)","(0.18322507894700016, 0.30464113610795945)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 47,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 48,"(0.18478141629616715, 0.34432182623635665)","(0.039191220950218084, 0.14489712146677308)","(0.1698727118711426, 0.3233943339509251)","(0.17684470436972116, 0.29615781150716836)","(0.10559152130343039, 0.21494733204809738)"
Bulk 49,"(0.01808438228912336, 0.1284132515304815)","(0.16241773235975032, 0.2965121158212849)","(0.00662012887442389, 0.05971525337102159)","(0.3214217376461657, 0.4325226623712672)","(0.21300635970120063, 0.361286376035281)"
Bulk 50,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 51,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 52,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 53,"(0.19687067376288353, 0.3541035307615978)","(0.10817057330497967, 0.23418127154419852)","(0.008830371674801094, 0.05323470979317928)","(0.2949704193036952, 0.3978564317238988)","(0.10726860441773134, 0.2445134137130346)"
Bulk 54,"(0.022257091222418438, 0.1548907723903269)","(0.11645500134539527, 0.24829633785328026)","(0.21354355441526796, 0.3473100901758751)","(0.20679972793936155, 0.3223455970263767)","(0.11527502835710941, 0.2528267992745883)"
Bulk 55,"(0.0610545756911858, 0.19210803418596137)","(0.17400745789174843, 0.2945247133949693)","(2.8560073528758993e-05, 0.005511005808092187)","(0.22916481449120982, 0.33036963323926893)","(0.29171708243622, 0.42151412278781536)"
Bulk 56,"(0.21015723745957332, 0.34318864071684524)","(0.011630122592964594, 0.0792734069823007)","(0.1237372859204412, 0.2557973866432908)","(0.3440812157631985, 0.4435777713754949)","(0.05684611301558238, 0.13171081953030855)"
Bulk 57,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 58,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 59,"(0.21445322677353235, 0.3709106382171187)","(0.07448655449187985, 0.19129102062776826)","(0.06894787987701645, 0.17425488673228456)","(0.2161742686779366, 0.33155239325004343)","(0.12078394766743827, 0.23714518368498144)"
Bulk 60,"(0.20180861629184615, 0.3477481675285929)","(0.12092221290030405, 0.24735165128582556)","(0.016147876624546396, 0.07032970149073381)","(0.34585545907634396, 0.4412770976641497)","(0.05227327966364464, 0.1562859374740129)"
Bulk 61,"(0.0741220076327207, 0.23502313751973208)","(0.15518544578720975, 0.29165619749857474)","(0.03061023742514605, 0.10667523391661526)","(0.2115618570345748, 0.32280100203105394)","(0.21716282356939176, 0.3552020575849807)"
Bulk 62,"(0.3912230847115466, 0.5158898653363166)","(0.06465035479170528, 0.16515357862973182)","(0.012650061342605292, 0.05616184453846382)","(0.17434344243406624, 0.2871366054798904)","(0.10647250589634344, 0.22631865683933045)"
Bulk 63,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 64,"(0.10996608349387393, 0.25476410978877023)","(0.044313947290820194, 0.1466016455019894)","(0.12279664444266773, 0.24811257370316508)","(0.3770894062848955, 0.46974440478383184)","(0.07103511962619946, 0.1555760650837866)"
Bulk 65,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 66,"(0.25397545467814625, 0.4105464411865964)","(0.0913919207587759, 0.21292343048731638)","(0.040142784814149325, 0.11736381133428311)","(0.16832022020611775, 0.28798213540325396)","(0.14268702708453063, 0.2746667740468305)"
Bulk 67,"(0.09093059042740738, 0.24872840441109278)","(0.18626603390172303, 0.31863683865878434)","(0.002639127614818812, 0.05329439152256824)","(0.11974353516270074, 0.22954440704693357)","(0.31305806500868394, 0.437158606245287)"
Bulk 68,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 69,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 70,"(0.018984199928586798, 0.11950374531515515)","(0.13320260747227808, 0.2517901188808292)","(0.1225286915430425, 0.2391378664394824)","(0.4170843702835537, 0.5073568456194794)","(0.03607498620356351, 0.15433656831402914)"
Bulk 71,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 72,"(0.13880381918200835, 0.2415310708954636)","(0.005874289933166167, 0.04073459195142013)","(0.02574928307300797, 0.08085890031976527)","(0.5410195342443815, 0.6125067942834181)","(0.10307126309455997, 0.20985045302280877)"
Bulk 73,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 74,"(0.2391459849719901, 0.400336269361248)","(0.11888755296546336, 0.24621830688559695)","(0.03957613594851366, 0.11660041729588372)","(0.1193315275885786, 0.2406205775872293)","(0.17216436287001297, 0.30711886452548337)"
Bulk 75,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 76,"(0.05624106406695567, 0.1849817351185376)","(0.07673987480648056, 0.18743037766299123)","(0.02658942221877314, 0.09344374375954256)","(0.4360756409973912, 0.5277080903636737)","(0.13604346622315422, 0.27474658478250025)"
Bulk 77,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 78,"(0.5109601822152556, 0.6212445958683044)","(0.06629057215976036, 0.14854767411486833)","(0.0, 0.012497350646329234)","(0.031408536654780744, 0.10601892456112258)","(0.1892253664351271, 0.31623269627362827)"
Bulk 79,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 80,"(0.20870882679391395, 0.37979705269467595)","(0.13960879232297418, 0.2751966334655287)","(0.04389571582777368, 0.1302040026712013)","(0.051172116259561876, 0.1651367940641617)","(0.2388521094086215, 0.36742795649158705)"
Bulk 81,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 82,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 83,"(0.15755811300956357, 0.3150776104706277)","(0.06064577712558726, 0.1735078504964554)","(0.11070010751639188, 0.24007418909905875)","(0.25685368413666915, 0.36780544427417167)","(0.1047678994547451, 0.21300932441672957)"
Bulk 84,"(0.0, 0.03986603372865986)","(0.1823951936636425, 0.3267579340310405)","(0.03084976798225403, 0.10189590196554327)","(0.3164380437614248, 0.42856658345920806)","(0.20843949242211116, 0.3702057440115586)"
Bulk 85,"(0.019875950443130785, 0.129693672867655)","(0.14029595349822427, 0.2668663630060561)","(0.0379864938960749, 0.11600356175696663)","(0.310692746468882, 0.41793614437824855)","(0.208595577650186, 0.3520535360345759)"
Bulk 86,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 87,"(0.10231020310430271, 0.27855237859688414)","(0.12299580439360583, 0.263999764510905)","(0.11612790239995303, 0.25513868952744423)","(0.1561164622627514, 0.280516884876708)","(0.14713303574760705, 0.27710887457983857)"
Bulk 88,"(0.2401224582516116, 0.3799896678648076)","(0.03958110629902584, 0.13748446526252683)","(0.23677661639830888, 0.3868801923960085)","(0.1887976733101172, 0.301102478217094)","(0.03250515062921245, 0.056760191371286996)"
