,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 0.07931671185465103)","(0.20531769615669299, 0.33634915284861683)","(0.06109515185002867, 0.15414209527084236)","(0.3204598103701387, 0.44083254863948307)","(0.11103233923385741, 0.29453307227599757)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.09933472527566785, 0.2541999804045793)","(0.09585199153279947, 0.22105577637125232)","(0.057315084014241825, 0.1500347846022102)","(0.36215758879250404, 0.4584119382609282)","(0.09081803474453776, 0.21082009600127893)"
Bulk 3,"(0.0, 0.000560733097160391)","(0.1316652592623891, 0.22148627833800738)","(0.14322761216723207, 0.2784883690816948)","(0.37021133932978256, 0.5139811280852842)","(0.09180430480065606, 0.2491357089349539)"
Bulk 4,"(0.32689803052156635, 0.4727175996245762)","(0.13831890450211604, 0.2637335101938725)","(0.0761617102343134, 0.17708211658818418)","(0.024860994034574042, 0.11688057015393)","(0.1356535878315569, 0.2676929763153106)"
Bulk 5,"(0.031551128008760296, 0.14803727406606337)","(0.1150453428120829, 0.23401197571788457)","(0.032950960718564466, 0.10890734101131214)","(0.4277536215800889, 0.5257693985079437)","(0.11398689258088714, 0.2619860649964125)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.2068078305903865, 0.37073073707731447)","(0.08311157823105306, 0.20310128378709072)","(0.10703927672639338, 0.2430573521025932)","(0.10691640475489203, 0.23061418757002464)","(0.16272782705837327, 0.2858935221018787)"
Bulk 9,"(0.16211293156621337, 0.3362342842356666)","(0.1811370899374669, 0.320487559236199)","(0.004533858523980857, 0.05622696943539457)","(0.0906004737554946, 0.20813354957351246)","(0.25096011969311066, 0.3895731640429612)"
Bulk 10,"(0.07628147813827633, 0.23796070753071896)","(0.13785186110395692, 0.27431517036339365)","(0.06373791527315761, 0.1645326797283063)","(0.24846361546617596, 0.35954159268917113)","(0.1494537655326163, 0.2878612141742268)"
Bulk 11,"(0.018805055502291695, 0.12968310562389707)","(0.11711076635748957, 0.23788618138345002)","(0.08222670453928321, 0.18465797613298102)","(0.38454979637049447, 0.4866009107487077)","(0.10318935444879004, 0.25529014889261503)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.06305845988106493, 0.21300827284350307)","(0.11172136972780454, 0.23947036604672917)","(0.034155966210848876, 0.11070658060583435)","(0.3310919060511431, 0.4340466936207596)","(0.15958489684227545, 0.30315548817003685)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.16075758771261084, 0.3109329001848382)","(0.06766126783511316, 0.18232926638705055)","(0.06021406843311003, 0.15656086810303682)","(0.36345042069775285, 0.45821175709082823)","(0.07355321104410031, 0.1663286525115589)"
Bulk 16,"(0.214794005138519, 0.35407758272020573)","(0.038406930899290495, 0.13554841985611932)","(0.10518602066404062, 0.22989029727758895)","(0.32069661650005343, 0.4228405991573505)","(0.05967701996535728, 0.11888250782147446)"
Bulk 17,"(0.35490937273125844, 0.4885943545043955)","(0.08220717904391586, 0.20182679929558592)","(0.046855187434840684, 0.13460119149627897)","(0.15837204027343324, 0.27784873494603307)","(0.07709910119858077, 0.17768603907567743)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 20,"(0.0540469416288359, 0.18312740958234186)","(0.09248406489140637, 0.20909098058134384)","(0.0025254908575441555, 0.04270229973408157)","(0.3462035450163997, 0.44379802918110667)","(0.24637859073808951, 0.37964264778885015)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0, 0.04804448364815456)","(0.1988986767085197, 0.33200692412934196)","(0.03244361082659238, 0.10561493394180346)","(0.36202547540478414, 0.47824433827858026)","(0.13712254799657753, 0.3103269866914044)"
Bulk 23,"(0.23131994288544283, 0.37343463477237276)","(0.08677580322652773, 0.19302686288983345)","(0.0, 0.017115204574980735)","(0.3243446795084573, 0.4250378838153726)","(0.10762601908375798, 0.2431669351605425)"
