,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.2001912200810098, 0.3467915293899359)","(0.08330030375962083, 0.20134208032678302)","(0.06565476981190074, 0.17649247831355716)","(0.3482694473660918, 0.4431660643167439)","(0.04533384024088309, 0.08945826639347383)"
Bulk 1,"(0.37762445250168175, 0.5067109355385641)","(0.06710947628320409, 0.1745881695951938)","(0.058876507984147765, 0.1565348450515301)","(0.11118815820786392, 0.23430562627751989)","(0.1003610703447757, 0.21270075821551887)"
Bulk 2,"(0.2696378747679558, 0.4053771707630576)","(0.03295252983336022, 0.1251169278984717)","(0.07481808829121889, 0.18330922816566725)","(0.29515004295127756, 0.39965555174145173)","(0.06912966045015817, 0.14485292513738107)"
Bulk 3,"(0.022677949648910428, 0.15631718384873414)","(0.18282728511825813, 0.31829864391344703)","(0.05615633774417545, 0.1530031320700518)","(0.23908915077039955, 0.3511657388723782)","(0.18583514384666608, 0.3346294341669791)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.24430416650510933, 0.4006572574288785)","(0.07221904538154209, 0.18679051455080034)","(0.025211194445749777, 0.08675320338735988)","(0.18120922211542517, 0.29807810420943376)","(0.18452596605437252, 0.32025132592132854)"
Bulk 8,"(0.21514465209155187, 0.37824174493930696)","(0.09099351373328282, 0.21465155145048)","(0.042379304343290625, 0.12345235536304464)","(0.19327647348509258, 0.30892571942052593)","(0.1523089271802979, 0.28062575799312683)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.02771241908302771, 0.12364484929219771)","(0.024663598437745578, 0.1057113942456015)","(0.02718325913981729, 0.09202708320132963)","(0.473670107424576, 0.5619970856579136)","(0.2187753136308935, 0.3446148898868976)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.15502311472819927, 0.32144096564503677)","(0.08655430507958192, 0.21536883474800086)","(0.0910613295846919, 0.2152093793473476)","(0.2668737983176572, 0.3771885605708886)","(0.08358073688574512, 0.18769897509285072)"
Bulk 16,"(0.15288463887803977, 0.3148239519532885)","(0.07897091443066334, 0.20188953739900162)","(0.07054778430507971, 0.17641325100954594)","(0.3064515770982975, 0.4098855852080394)","(0.09094232447568182, 0.19719043524236254)"
Bulk 17,"(0.4028753680356577, 0.5112023563374815)","(0.004408729309794713, 0.02743903700812022)","(0.3307507194472542, 0.45312661533427745)","(0.03941699823980188, 0.10088340740637905)","(0.029222525238969232, 0.10067424364226418)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.0730547305881809, 0.22331611141191943)","(0.1400590110107821, 0.2710177901049266)","(0.03159042864130405, 0.10748462122839231)","(0.29359696978348565, 0.3998017877388052)","(0.1585497267271121, 0.3015288227650915)"
Bulk 20,"(0.0, 0.000684929873194595)","(0.13477638492554372, 0.2384275928972045)","(0.045527225790747514, 0.16488071881915944)","(0.3852469510299699, 0.5064855822620072)","(0.18844275190806475, 0.3362127923673028)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 23,"(0.015064568824340263, 0.10503061838792288)","(0.12031340609878541, 0.23798917463678163)","(0.007243628061669356, 0.05668119008567975)","(0.41488549542677844, 0.5175319283435208)","(0.19095753593376474, 0.33430245420075655)"
Bulk 24,"(0.13399161300966078, 0.3046874032013185)","(0.10215517169863801, 0.23448890271186784)","(0.05382928747943283, 0.14965888077906622)","(0.2595200937766556, 0.37038757171484277)","(0.12888406828902849, 0.26239700733948884)"
Bulk 25,"(0.25480525460841247, 0.38873818720120573)","(0.027165273372749328, 0.11453066054370681)","(0.03431100233547715, 0.1000490101894243)","(0.31980549428139404, 0.42322812036188906)","(0.11229803595941776, 0.22506896114632344)"
Bulk 26,"(0.1942633152515788, 0.3545972713462746)","(0.07809875720364112, 0.1929003219591125)","(0.02316496928114857, 0.08597379862595082)","(0.15318857265517802, 0.2690683723783065)","(0.2607689361472829, 0.3879756851515259)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.0792981057539046, 0.23888356249430792)","(0.14523097454524792, 0.27931085207087225)","(0.027739747786773745, 0.10054664203030975)","(0.22156445725638219, 0.3313253526272818)","(0.2196378034385768, 0.3564625019963434)"
Bulk 29,"(0.31530717623816434, 0.46307370521065355)","(0.109278704422045, 0.22231886197381345)","(0.0, 0.024110865970677704)","(0.09037848976560153, 0.20203273993457022)","(0.21834402310203707, 0.3585554151088117)"
Bulk 30,"(0.3479766074300073, 0.47316304964382877)","(0.02707997457181014, 0.11318090665187161)","(0.009142864217659169, 0.04606028053553488)","(0.2756703670339091, 0.3840423866467261)","(0.10345516122664833, 0.2202284020420049)"
