,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0033087227258424765, 0.08823328496892707)","(0.15319171582249502, 0.27746515577027137)","(0.04029154077987661, 0.11993055670607274)","(0.4035062063297611, 0.5132290524187306)","(0.1183103001860899, 0.28253346429193293)"
Bulk 1,"(0.26021756630107135, 0.40878060237662456)","(0.046727969679124674, 0.14593933328893668)","(0.040258742092174345, 0.11436889930455693)","(0.1727754797754923, 0.29057970338431705)","(0.19476938320469656, 0.32558232059300546)"
Bulk 2,"(0.08380855139704457, 0.24923464696273384)","(0.2082637318196665, 0.3473422256800188)","(0.0684282571138683, 0.17619960772370039)","(0.11652605787755355, 0.23578238792213918)","(0.18877086513749974, 0.3256436683657752)"
Bulk 3,"(0.005578058522403229, 0.1022386049791121)","(0.09350614028472533, 0.21251572099647353)","(0.08318183613392538, 0.18109575214148094)","(0.312813571022277, 0.41589027892437813)","(0.22684508035562506, 0.3663349566395992)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 0.0696076032206917)","(0.15642591407130055, 0.2824295542822809)","(0.03743121012484897, 0.11399397213491629)","(0.39155098041814107, 0.5036172159403942)","(0.14069478581164058, 0.30546739360647734)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.06940985778441443, 0.22116886831026716)","(0.16968846074452099, 0.3058311096906396)","(0.02027951668138451, 0.08766869238953315)","(0.3341510804364368, 0.4388177804168507)","(0.10074044224129458, 0.2522441913046577)"
Bulk 9,"(0.311196605972258, 0.43762796567840695)","(0.0668414270353157, 0.15045400749862406)","(0.21592106949884193, 0.36603939572580124)","(0.0038035883589912145, 0.009441668963949618)","(0.1381160395043196, 0.3005582317634919)"
Bulk 10,"(0.002471099981981646, 0.09291701409355235)","(0.140019258210474, 0.26665838353451504)","(0.09581692814703677, 0.20142185684714167)","(0.25623036837863783, 0.3641364296001122)","(0.2180670244254368, 0.3622616367811119)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.03907716798913306, 0.1937183064637007)","(0.1818088812376383, 0.32104936737798395)","(0.07259496065382846, 0.18619949977457945)","(0.1946526391447032, 0.31068552182163667)","(0.17883652030839498, 0.3213771352284012)"
Bulk 13,"(0.09989862495314247, 0.2534461667171948)","(0.14836557347884055, 0.2822167378127752)","(0.03809100121910665, 0.11798963107113251)","(0.3480335575496256, 0.44586763972095056)","(0.07044492395602585, 0.19564614352120557)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.04781996778612403, 0.17452932240812363)","(0.053163920585052385, 0.16049839998201454)","(0.24611754095466407, 0.37588255760374734)","(0.2818589348498222, 0.3858250719430191)","(0.08234737140369369, 0.19195691248373875)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.07589671261416256, 0.24129586217404295)","(0.10597330578356963, 0.23882617143859047)","(0.09022631083605648, 0.2089569350638789)","(0.21910173759006032, 0.3336105988825855)","(0.17793108549865738, 0.30818128011839585)"
Bulk 19,"(0.07114509672057401, 0.2337166718994882)","(0.12700979107745602, 0.2629096631726329)","(0.07910052268269574, 0.1907864578646687)","(0.21723199258011702, 0.3308700124606827)","(0.17648317857344414, 0.31074661296824074)"
Bulk 20,"(0.0, 0.0006775565675726232)","(0.12820526817498912, 0.23046683296931947)","(0.030082710315780158, 0.13080396336776132)","(0.4338944295433313, 0.5406782632723068)","(0.18172552135120928, 0.32414301100530224)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0015748307690552285, 0.06810198068898649)","(0.08905060553416527, 0.19944477035155234)","(0.025740382847873097, 0.09303171449136687)","(0.46029614429897087, 0.5612679826049202)","(0.17699066018870427, 0.3245009282244057)"
Bulk 23,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 26,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.07498535398868872, 0.2355345190933824)","(0.08681605254010157, 0.21199611403915558)","(0.07037263952931117, 0.1746624627097535)","(0.22275165560280016, 0.33394809377447193)","(0.2321160145149849, 0.3568170942073503)"
Bulk 29,"(0.16759717771405658, 0.34168539558187716)","(0.10773232185098067, 0.24065478128855874)","(0.08941547887133033, 0.21651864581626723)","(0.12977580024759716, 0.2546360093881061)","(0.16192640781875905, 0.2900579814224669)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.3790239608643218, 0.5133173463835686)","(0.0922668907997433, 0.19635320250705235)","(0.014925670163529008, 0.06263960175797126)","(0.02518357244221859, 0.1067147753184465)","(0.24070544966247653, 0.368869530100672)"
Bulk 32,"(0.30076213369180926, 0.4496526368476137)","(0.09813306732303767, 0.21694265273696595)","(0.06093657417726725, 0.1625387820540868)","(0.07914970246231726, 0.20215473219899407)","(0.15066927364568966, 0.2790604448622183)"
Bulk 33,"(0.0, 0.04362600891052569)","(0.0679889975900833, 0.16070913842471052)","(0.09246799062028631, 0.18980922970125286)","(0.47950346452062875, 0.5670559757236208)","(0.12503209359225903, 0.27615334627780047)"
