,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 0.015728257118262076)","(0.18513291655729816, 0.3309487069911723)","(0.03545780945181952, 0.15213465144890553)","(0.2509035862898438, 0.3552410332092992)","(0.2629142894487072, 0.41276985424590196)"
Bulk 1,"(0.11977770105964122, 0.2939987800736211)","(0.1346592266359244, 0.27293856607122824)","(0.06151131788459656, 0.16508042162102188)","(0.18007424720540074, 0.2992791946787231)","(0.16872306917124935, 0.30395747559859343)"
Bulk 2,"(0.0, 0.0007315636651498388)","(0.19768352053505117, 0.31378651176585953)","(0.033110165801289115, 0.15250760186237303)","(0.3792472633369933, 0.49189276394384296)","(0.13436503726773127, 0.2974071354868596)"
Bulk 3,"(0.03456968291153227, 0.15860860279505762)","(0.07504873470325484, 0.18891706264889108)","(0.10598275288374807, 0.22094664927243485)","(0.34124414290930627, 0.44185104716347534)","(0.14839533596071158, 0.28443598875158804)"
Bulk 4,"(0.2062808010845671, 0.36069692072498)","(0.07228784280285949, 0.1915948843927608)","(0.16220880013324468, 0.3119283260507266)","(0.18943614009822596, 0.306749610720268)","(0.06451008465855407, 0.13430658933381331)"
Bulk 5,"(0.0, 0.08187396960771445)","(0.20034911253780424, 0.3422759827024556)","(0.022461154793082035, 0.08993044460845792)","(0.295713572406713, 0.41843597447052444)","(0.1942999666449224, 0.3569447727641465)"
Bulk 6,"(0.3679876611685283, 0.5043148200593666)","(0.16376419282081378, 0.2745957195825215)","(0.019641397122164214, 0.07032175064239155)","(0.0023255471112482023, 0.024573380630313092)","(0.22669958415549923, 0.34577594670715356)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.04979419407377686, 0.19405705806048346)","(0.1257366175694578, 0.2553795097953899)","(0.045199674720757956, 0.13219910045891417)","(0.2844641013224891, 0.3917544898997033)","(0.19032793300721873, 0.33108732109180883)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0027000388875714557, 0.08908898369148507)","(0.11022044900310991, 0.23016446564678927)","(0.05883057456348951, 0.1453916961699304)","(0.38170672398756816, 0.48795744828745485)","(0.16961508631076766, 0.3243245334518337)"
Bulk 11,"(0.045238182051381234, 0.18026555158044855)","(0.16720617566515192, 0.29917235569036504)","(0.00290781055163648, 0.05067777707340425)","(0.30374866916526844, 0.40975824205792355)","(0.1957023876584018, 0.34532284850601863)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.10543565818645581, 0.2618132089614027)","(0.10157972913300037, 0.22596487029614162)","(0.005809160455601866, 0.05158364219439521)","(0.3382180029969861, 0.43699713171409627)","(0.16426912012364053, 0.3083294759382797)"
Bulk 14,"(0.6384494645865857, 0.7216259324169165)","(0.015815616061644215, 0.06649463666862795)","(0.021061752692727434, 0.07069080669786097)","(0.0032293212931270663, 0.01862540241034591)","(0.1676813318303467, 0.2763257353418176)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.27377216560283896, 0.42673047128930436)","(0.07633417696082254, 0.19324627589783563)","(0.16405769044610735, 0.31255988497033005)","(0.030677785456669618, 0.1215571502480312)","(0.13225904892210033, 0.26880535020595986)"
Bulk 18,"(0.20149718954637866, 0.3662038350673319)","(0.1229384883563653, 0.2469503391349221)","(0.0, 0.02513466812353808)","(0.1455833039934147, 0.2560674347236014)","(0.25070638102868315, 0.38843751032723994)"
Bulk 19,"(0.21429078317983608, 0.34130123175765326)","(0.059768530043507184, 0.16159425442702108)","(0.025994679404833264, 0.08783393065705686)","(0.43917950963015057, 0.5211781349674016)","(0.04426274279503224, 0.1045962031375079)"
Bulk 20,"(0.0, 0.0697024132080698)","(0.18735473461487417, 0.32743256436642365)","(0.02928067542113963, 0.10155924632384608)","(0.29745071941383994, 0.41557645175796)","(0.20754444196200444, 0.3665120815409378)"
Bulk 21,"(0.023585246568813556, 0.1554578396091928)","(0.10777352626599868, 0.23476452545664012)","(0.06980040593772242, 0.16828734668105866)","(0.3111706412565173, 0.41899055766675186)","(0.18222219869382159, 0.3279477118634828)"
Bulk 22,"(0.0, 0.000679600887438137)","(0.13896434785405276, 0.24464275437112304)","(0.03917714340955477, 0.1537417184490855)","(0.39326697655236875, 0.5105183038286896)","(0.1860723891064373, 0.3336163664286883)"
Bulk 23,"(0.012921424051619342, 0.11783456189717456)","(0.1397834817124512, 0.26613026558748126)","(0.030601925225464136, 0.10503416064265018)","(0.3859251145164694, 0.4961569806837913)","(0.14312645300587873, 0.3024856326770198)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 26,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.23530432169988758, 0.37674396952638867)","(0.012226445445206686, 0.07153556818213086)","(0.11975132840101538, 0.26325318297354455)","(0.18325725289766331, 0.3025701195962574)","(0.15295454439836093, 0.2824032668795446)"
Bulk 29,"(0.18001760165738515, 0.35098370355638675)","(0.11245286877667941, 0.24400610569381448)","(0.03893879953615644, 0.11872955706365954)","(0.14658839375670196, 0.26805965303840384)","(0.2038919864536568, 0.33633133046715546)"
Bulk 30,"(0.23990758776786608, 0.38510655977220126)","(0.06104014953748435, 0.17032773694253192)","(0.024282172171350255, 0.08174450457258157)","(0.28700592709201644, 0.39472951715070215)","(0.11371680981341319, 0.24213903517985275)"
