,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.023937374914522164, 0.15228645633654536)","(0.18041111750213704, 0.3129263985926972)","(0.05813821936681308, 0.1540711950698222)","(0.2552042843140333, 0.36628334591295375)","(0.17364578930385288, 0.32309581868662324)"
Bulk 1,"(0.3789162642580507, 0.5062212378764411)","(0.04779034351143672, 0.14225705705902872)","(0.003345961397274874, 0.03584500879320245)","(0.19605949856614727, 0.3074165116633799)","(0.126840791897468, 0.2553073249775702)"
Bulk 2,"(0.0, 0.024588693867245236)","(0.15976900176118308, 0.2891714291403916)","(0.0681883072879129, 0.17131986925743364)","(0.3209853465331103, 0.42303377703798206)","(0.1902455791230065, 0.35522635075046866)"
Bulk 3,"(0.0832114271922674, 0.19880332644503754)","(0.014023669426733453, 0.07061609104721041)","(0.34028789651913527, 0.47351143120814376)","(0.061634269817118364, 0.1551922055837574)","(0.24321528561835754, 0.35950439714223886)"
Bulk 4,"(0.5360707548034094, 0.6378113921994191)","(0.050627779483871066, 0.1351064256798631)","(0.0076694494451710095, 0.04139505486737345)","(0.047496101625100165, 0.13984385095759233)","(0.13976561546509855, 0.2642135754731021)"
Bulk 5,"(0.0, 0.0007998553014979883)","(0.20903192309252433, 0.3313220625867139)","(0.04660951864531358, 0.1959205829214774)","(0.26120534460997813, 0.3919026696526894)","(0.20293023941799396, 0.36107765907330935)"
Bulk 6,"(0.2733297766939178, 0.42986720675383805)","(0.11213370794355448, 0.23642599583190965)","(0.06727416814115089, 0.17534468980063725)","(0.05913158673939628, 0.1748073227826435)","(0.17077164954792745, 0.3009138957650248)"
Bulk 7,"(0.16654630009443466, 0.3344918814292314)","(0.08161813456761176, 0.20323128271836893)","(0.08137123784091319, 0.2013134397367615)","(0.17334314359939829, 0.2947884131445717)","(0.16795731545175968, 0.295338851416949)"
Bulk 8,"(0.08130416670190843, 0.22095934850667942)","(0.1437619395879261, 0.26700363520901216)","(0.0, 0.022468492371969052)","(0.33326221255718125, 0.4330395362103415)","(0.17659767958174627, 0.32555127653766885)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.009804164429149477, 0.10895513805588325)","(0.1231867678574681, 0.24638768387604645)","(0.0466424500290558, 0.12970018046053117)","(0.3565897397166936, 0.4633950040578537)","(0.1826311378377662, 0.3327077336795523)"
Bulk 11,"(0.16047692471740993, 0.33090429613501865)","(0.1600370491172192, 0.29527462205944244)","(0.0, 0.03088259128778203)","(0.15600210054033786, 0.26825498570390094)","(0.2300369723951976, 0.37250584617146254)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.027721306654943184, 0.13038970956257614)","(0.1586034791364338, 0.2795748895068474)","(0.09806698920295294, 0.21035379370785157)","(0.4289396613215613, 0.5149393504960741)","(0.029332186405644195, 0.12207863400511532)"
Bulk 14,"(0.46591636994830693, 0.5803676198735069)","(0.07950380492571865, 0.1826939483356754)","(0.024823827212029425, 0.08288523442421372)","(0.05290271593743503, 0.159816392529516)","(0.12192753374419422, 0.2491625530694035)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.011294323758743563, 0.13850662521572904)","(0.1539643456612209, 0.2880128600233589)","(0.09373332636472143, 0.2065079804853332)","(0.19935910744405966, 0.3114402505973341)","(0.2315546982855735, 0.3656264821639257)"
Bulk 17,"(0.10594730940926647, 0.24396614459641283)","(0.07413814380192968, 0.18982071305956877)","(0.40862794602234226, 0.5269591079234258)","(0.0806646155713174, 0.1793017797705537)","(0.05055541362957184, 0.1400188262156112)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.11053874577784677, 0.28007992844838003)","(0.143551078717761, 0.2816049156292417)","(0.0434705376367696, 0.13068642263527902)","(0.21886443423246882, 0.3319285045832857)","(0.16056223496155314, 0.29871319737741403)"
Bulk 20,"(0.0, 0.026755655790678817)","(0.20287171848583507, 0.3250815104440573)","(0.07268141373021098, 0.1816079809779904)","(0.27807063597737636, 0.3834180278928514)","(0.18359212964141564, 0.3472546370270225)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 23,"(0.09700041774883605, 0.23947241636591482)","(0.04807817571213776, 0.1516637842771955)","(0.06409314604856522, 0.15994228230778493)","(0.3586319620795757, 0.4566082685415399)","(0.14825277331050318, 0.27625677360794704)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.12162994310671153, 0.2718049157343012)","(0.04109313550974362, 0.1424307732443793)","(0.03283066064724189, 0.09970050990652143)","(0.3282215097737731, 0.42883127632929113)","(0.20189486798943035, 0.33156240775860657)"
Bulk 26,"(0.09035867441083367, 0.25362638175752794)","(0.1345477842467958, 0.2679436848055874)","(0.027194190185261452, 0.09776030016890677)","(0.2217420319457976, 0.3317675731318121)","(0.21932359379532093, 0.35573578555215624)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 29,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 32,"(0.09497499730926441, 0.26439543307837426)","(0.15155313041889407, 0.28764906936384854)","(0.028532543883192603, 0.10341408243103137)","(0.1208248706812275, 0.23811183455966378)","(0.2932427865042466, 0.417301251770257)"
Bulk 33,"(0.00034656986693933946, 0.005124658696228417)","(0.13218273588756635, 0.2339064095153624)","(0.11388696083868623, 0.24794417733860857)","(0.35368391983134984, 0.48679779855227856)","(0.13163868867256304, 0.2944880808004171)"
Bulk 34,"(0.16141031572440317, 0.3361938175838655)","(0.12286206528247477, 0.259041887881003)","(0.026939201414090015, 0.09790740661002575)","(0.19246097701446807, 0.3074246595459637)","(0.17821388623073137, 0.3175457827129745)"
Bulk 35,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 36,"(0.1712914483974624, 0.32972852486272836)","(0.08030225527236552, 0.20376530431568823)","(0.16986172008326803, 0.3185990816423161)","(0.20748267450514093, 0.323039550379966)","(0.06386659152739799, 0.1320628490136665)"
Bulk 37,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
