,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.08537068015018791, 0.2522568155777601)","(0.18815492643736675, 0.3277511770567946)","(0.01802845923318612, 0.08562275208156417)","(0.16715208349393632, 0.2808294108293664)","(0.2285969389942232, 0.36623675614561424)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.00048539894421306684, 0.0814713218969521)","(0.14319287040198928, 0.26478217410711397)","(0.12921109504068998, 0.24253253617846302)","(0.32039433547515966, 0.4271468614363761)","(0.11179805808807947, 0.27898534843096345)"
Bulk 3,"(0.013739105892012937, 0.13311386388731786)","(0.17760867354445734, 0.30942797961406576)","(0.08802251132170824, 0.1975444502665974)","(0.21218309299008278, 0.32300997742143506)","(0.2015129930384258, 0.3438373520238967)"
Bulk 4,"(0.21972026111915488, 0.3743551669643117)","(0.09023648256627138, 0.21563922030199495)","(0.23954345845093747, 0.3890908866636802)","(0.04939922641156023, 0.14848597490556797)","(0.07855264719110586, 0.19497667542541522)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.25290166340663706, 0.41457403442118107)","(0.1406550290261174, 0.27401313818210316)","(0.08521839117998098, 0.20098765162238508)","(0.02549064378594794, 0.11621487044781388)","(0.1781142306445685, 0.3118303472832651)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.00975081270355635, 0.11915679352723535)","(0.15294140561862107, 0.28417166865376975)","(0.05778501313475981, 0.14755987571595788)","(0.24551057621082326, 0.3535338174236529)","(0.24663246655150317, 0.3829575704601206)"
Bulk 9,"(0.41292808595473124, 0.5429890149945544)","(0.1578258858553216, 0.2575756466884327)","(5.435118660708842e-05, 0.000211056320313117)","(0.023492941320702884, 0.08605418143869575)","(0.19325927906145562, 0.32560955717918577)"
Bulk 10,"(0.00281507747096231, 0.09119855796964509)","(0.19568984389467034, 0.33654116517458066)","(0.009994005977323125, 0.0702290564687448)","(0.3191451116492415, 0.44222874933318096)","(0.18394022689013706, 0.3482182051715143)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.3438236769809966, 0.46242217657134055)","(0.014695605002002482, 0.0860570597800136)","(0.0360703925379999, 0.10521213886559283)","(0.3219865029023472, 0.42320199571405415)","(0.06452973636436249, 0.14200071528129032)"
Bulk 13,"(0.0, 0.0007666933879343885)","(0.14399622337758955, 0.26899766737687186)","(0.01888770658415776, 0.12949860753914674)","(0.34910475036452876, 0.45623783173192606)","(0.2446399212105363, 0.3886372918152427)"
Bulk 14,"(0.43974818379952596, 0.5630057643783423)","(0.10112618656789643, 0.20716165672320955)","(0.03939111932141497, 0.1036395997048428)","(0.012286845514935786, 0.07500360721593949)","(0.16439760228283473, 0.2942394344910581)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.3048719524153659, 0.453332063762097)","(0.11892924869087429, 0.24556923625626925)","(0.015960837192491382, 0.06760292744114768)","(0.16687424486588398, 0.28498811446490346)","(0.10302113075862929, 0.23885024415233774)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.20547907881214716, 0.338810303666275)","(0.015374710271763271, 0.09097292138350915)","(0.06506149458034237, 0.16752982281574258)","(0.37367041034190945, 0.4686616896719394)","(0.08742222089695002, 0.18701734755942184)"
Bulk 20,"(0.06405667824644144, 0.20347873927641552)","(0.06418720313152304, 0.17531450094739318)","(0.059045684186267815, 0.15162837509787164)","(0.39270816939102715, 0.4881609291649591)","(0.13350794263794102, 0.26791177792016)"
Bulk 21,"(0.10531356767071247, 0.2470683416324463)","(0.03929482660230014, 0.1391891258348277)","(0.056036003575041494, 0.14497366133618014)","(0.38865156722470484, 0.48280138426532915)","(0.13558035790846118, 0.2610911639499967)"
Bulk 22,"(0.0, 0.0005351826626016824)","(0.10331368176068362, 0.1844585917394615)","(0.07164675488714678, 0.1894780142953436)","(0.4740271850452946, 0.5961983170315535)","(0.12076604145366826, 0.2601114137868481)"
Bulk 23,"(0.03670562230335714, 0.15386044136236804)","(0.055880056754636885, 0.15896360443943724)","(0.04344666931524235, 0.12367570698659414)","(0.42777802002032694, 0.5207520051694304)","(0.17153115358743787, 0.30740672006116904)"
Bulk 24,"(0.10305975345065412, 0.25787393765926725)","(0.138932788276403, 0.2724577429478868)","(0.09054765833863135, 0.20827588977494546)","(0.3007517778502956, 0.40435634355478856)","(0.0653332432289779, 0.15841086491814965)"
Bulk 25,"(0.048661137566591586, 0.19449422149286677)","(0.1575888257098214, 0.2920896598853813)","(0.014343028851823696, 0.07799156652411005)","(0.22878709191011345, 0.33533903884219035)","(0.2587482067683243, 0.391957222448777)"
Bulk 26,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 29,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 30,"(0.10896688288210454, 0.28359000058079936)","(0.12298231775025156, 0.2598621614999518)","(0.08965076634660435, 0.21136492037228016)","(0.16929510292283398, 0.2911020317319321)","(0.16658784669499815, 0.296597969218244)"
Bulk 31,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 32,"(0.11491133089804094, 0.2697178300146738)","(0.05737411281210672, 0.17089787278120286)","(0.10583774148155159, 0.23044670277665494)","(0.28005984934864325, 0.3880331647401385)","(0.13088712891460236, 0.25183426623238486)"
Bulk 33,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 34,"(0.15963988097165016, 0.31535658000374484)","(0.12596815118488064, 0.24956735488568288)","(0.0, 0.030220904323229856)","(0.2694252992999736, 0.3735739068318432)","(0.16609060401655135, 0.3115647032728902)"
Bulk 35,"(0.22245998306496528, 0.3849246527953408)","(0.07230259934092785, 0.18618460639129336)","(0.10127189108385568, 0.23753170744406535)","(0.08645804764545428, 0.21201985443106292)","(0.18392858861969824, 0.3129180691833362)"
Bulk 36,"(0.17183149686045723, 0.3454213664507289)","(0.09680912545137049, 0.2299388838995538)","(0.07725856329598929, 0.19360071343630364)","(0.2024483537743539, 0.31871451681781443)","(0.1209580528079171, 0.24301892720551116)"
Bulk 37,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 38,"(0.07000700303419037, 0.20947806939580027)","(0.05235364327244929, 0.16029262550575918)","(0.2179662862204238, 0.35429948549746204)","(0.2603569279384368, 0.3685073433170373)","(0.09718867760976765, 0.20954993820867332)"
Bulk 39,"(0.13299772896376144, 0.2785600612626359)","(0.08619965614920139, 0.2033219213835995)","(0.055544595684811085, 0.14477197899281585)","(0.3710370713458423, 0.46494612537077784)","(0.07955651730054564, 0.18306434354600898)"
Bulk 40,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 41,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 42,"(0.06363763964146474, 0.22785544025151216)","(0.15437205533792164, 0.2936905953994194)","(0.03565136753074224, 0.11771539930601604)","(0.18978513874111463, 0.3030534465746477)","(0.24030877005220036, 0.3739301471649607)"
Bulk 43,"(0.0, 0.0006416672389244284)","(0.11154991979737786, 0.20128155710334425)","(0.10327953029903936, 0.24535425161904678)","(0.3364480151119378, 0.4886485962670667)","(0.17988910459770965, 0.3335490252044777)"
Bulk 44,"(0.3183735303808923, 0.44115499546764797)","(0.010434154742085394, 0.07783729716742313)","(0.07734625537780826, 0.19566998794437968)","(0.3333847380826192, 0.432283670904071)","(0.03703709452488868, 0.0764782754081844)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 47,"(0.04033161887080902, 0.1921166197648565)","(0.15808608468146224, 0.2944875064492472)","(0.041852528045547045, 0.1304888208658736)","(0.1911494365656412, 0.30167920671747744)","(0.26095618193445574, 0.3888519961046299)"
Bulk 48,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 49,"(0.047714617303209236, 0.180053960180577)","(0.1421196535181552, 0.26916906325003087)","(0.013642806256439419, 0.07219787110207018)","(0.3804616858744946, 0.48147229772497435)","(0.13119837669712336, 0.2819696680929256)"
Bulk 50,"(0.1218392892143139, 0.3002478800831281)","(0.134804610050978, 0.2759892724139511)","(0.04599048487606807, 0.1395395967739184)","(0.1621309350811572, 0.2814105683744109)","(0.20209665690045772, 0.3359507062316166)"
Bulk 51,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 52,"(0.11971314449854792, 0.26810220013006103)","(0.15044944211505162, 0.26750469146808387)","(0.0008088446297914444, 0.003273328513917104)","(0.2673087004169961, 0.369499412888813)","(0.20492811677066297, 0.3484121185680748)"
Bulk 53,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 54,"(0.15424937434970465, 0.30767417422435056)","(0.08509964754954347, 0.20425213097162775)","(0.04070224676719414, 0.11889889357092828)","(0.35825899326189536, 0.45330506595023856)","(0.0831078060325396, 0.19445166732197766)"
Bulk 55,"(0.20114563560306514, 0.354507930361233)","(0.059597686756590766, 0.16826125502967235)","(0.010286938376093416, 0.05312059704906319)","(0.2861416253991026, 0.3903385650033291)","(0.1703998921669492, 0.30619987425490136)"
Bulk 56,"(0.34918783990691044, 0.4796452750056048)","(0.11475271786801772, 0.21902308816734362)","(0.000390877665935849, 0.005803081862073003)","(0.2269434614707011, 0.3344754380040682)","(0.07410971137525418, 0.19566850867409114)"
Bulk 57,"(0.44320633411181715, 0.5643550145795547)","(0.07793453439957364, 0.17941153169802004)","(0.016786361350424286, 0.0650958910463781)","(0.07190959973645028, 0.18250771369411323)","(0.1332055834602221, 0.2655874359234463)"
Bulk 58,"(0.23747168700163418, 0.40145930023600446)","(0.10497558229103883, 0.23142922883710326)","(0.10615872166442926, 0.23933972672091902)","(0.03871199482217304, 0.14090001110360495)","(0.18480481032423818, 0.31474893699885503)"
Bulk 59,"(0.21909940114087106, 0.3656246212919892)","(0.03561326390545983, 0.12805386588991646)","(0.04355485233308938, 0.12152377934383603)","(0.28319310833923195, 0.39085784907546417)","(0.14373208941406082, 0.2687471692660812)"
Bulk 60,"(0.016614029904125964, 0.13843810461375788)","(0.13912913027275492, 0.2703143508471892)","(0.07554778225969105, 0.17814485962510385)","(0.2370604551776484, 0.3458261009713989)","(0.2316587782556998, 0.36726640807262967)"
Bulk 61,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
