,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0605102395480286, 0.2016449967926453)","(0.1298630465377586, 0.25729779987312507)","(0.038130446841819064, 0.11780881413571642)","(0.37246590038879934, 0.47155436468669487)","(0.10502052056790535, 0.24570387062750726)"
Bulk 1,"(0.5261128231586206, 0.6276742269342704)","(0.02394749572180052, 0.09378123418514356)","(0.012786643094260752, 0.05145756821977354)","(0.07188034066001228, 0.1724685804740498)","(0.14756591894883742, 0.2723251686032314)"
Bulk 2,"(0.0, 0.08963204854882806)","(0.1816556187483907, 0.3219887167640822)","(0.0447297842849364, 0.12939611759889005)","(0.2702025393595036, 0.38523438802329707)","(0.21117824339825422, 0.36730465922070943)"
Bulk 3,"(0.0329745262433333, 0.1667248399051355)","(0.17759674517041932, 0.3117654712575495)","(0.030039772008910247, 0.10598735531734876)","(0.26853749849388714, 0.3784838408531414)","(0.18893019992557558, 0.3389597508246991)"
Bulk 4,"(0.3555240204646627, 0.48815741193074336)","(0.05637734051722375, 0.1564343043944068)","(0.07247317925362587, 0.18218399038325087)","(0.12874254389552092, 0.25078159570978514)","(0.100805030876981, 0.20852058257379963)"
Bulk 5,"(0.0, 0.0007384169499624841)","(0.16298443255581363, 0.2724854279768308)","(0.07150399580157382, 0.215247249287031)","(0.2614101409073, 0.39614753629142735)","(0.23885970469939533, 0.381361512480628)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 0.07897675865333002)","(0.12261104055250144, 0.24600759504817782)","(0.06893847173395982, 0.15678919607048103)","(0.3515352889068091, 0.4595566727142161)","(0.17871006705761716, 0.33728068109404874)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.08974578581081676, 0.2354388119564681)","(0.12647618685761478, 0.24972010831531996)","(0.0, 0.031189512734567944)","(0.3649158546505975, 0.4618947912467358)","(0.14652567619568624, 0.2959198526693698)"
Bulk 11,"(0.046446261517705575, 0.1926634888201107)","(0.09769613703915131, 0.22416657711572796)","(0.04371764784461617, 0.12881276543994752)","(0.28626378464104263, 0.3919573399000269)","(0.22673645565707942, 0.3615395420245916)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.005101611173951116, 0.09282162882027817)","(0.11344132160156867, 0.2331371173402717)","(0.04742372378995909, 0.13112325202548794)","(0.37838454434722824, 0.48446795912475793)","(0.18184839314592377, 0.33225044863057335)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.3396750309312061, 0.46525756191381085)","(0.03304503285879227, 0.12197810754698524)","(0.011389590817036548, 0.05096524151721737)","(0.3006060683411559, 0.40502405627472393)","(0.08209758343193516, 0.1899617263671368)"
Bulk 16,"(0.0598911054827064, 0.2174174093896756)","(0.20213614513502554, 0.3403164304645774)","(0.024953157562106282, 0.10219723552980584)","(0.18176123125015217, 0.29495389069871736)","(0.2175508015841107, 0.3588225929031227)"
Bulk 17,"(0.32695141288028035, 0.460414191631554)","(0.02372321309427019, 0.1072593762040541)","(0.21508899372190732, 0.36821665511315066)","(0.08772369508399691, 0.198202224978842)","(0.06350896241756573, 0.14891127487437886)"
Bulk 18,"(0.2261962717926718, 0.38664815452397516)","(0.04625018791536844, 0.15185957350148063)","(0.07728086047847874, 0.20268872809102548)","(0.14130489374578872, 0.26628588754017524)","(0.18805162385433308, 0.3134338185567027)"
Bulk 19,"(0.0713526583004995, 0.22614545142307454)","(0.11846354764539332, 0.2493528075095313)","(0.05602919383685702, 0.14907707248455937)","(0.2924368048778657, 0.3993821688045964)","(0.14928333684839143, 0.28847695826923103)"
