,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 0.0006736488987455523)","(0.15895357927779122, 0.25313038596246007)","(0.17253202623107267, 0.3201583057353133)","(0.1710811116092489, 0.31211880740777964)","(0.24092018439475815, 0.37110559938157617)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.17127224519170556, 0.3296676230266563)","(0.05827448804120631, 0.17078638694370735)","(0.06723196541418286, 0.1720136195008085)","(0.2673829917944984, 0.37587360969645534)","(0.1344865968564317, 0.25301047353434764)"
Bulk 3,"(0.07138052505015186, 0.22745809379043952)","(0.11778656331680534, 0.24985837926779722)","(0.08785098710436423, 0.20252207782399506)","(0.2576764260362617, 0.3678303568666645)","(0.14258477687157062, 0.27505181387195027)"
Bulk 4,"(0.5080243433730253, 0.6102675222156836)","(0.02551310481333234, 0.09908572523555753)","(0.020838151178570845, 0.06865275208179766)","(0.10818462978230675, 0.21717529972551358)","(0.1124971536310122, 0.2297613179632002)"
Bulk 5,"(0.0, 0.000741107162827523)","(0.12975748499977624, 0.24352135360326693)","(0.0013618087029527229, 0.06130574593401573)","(0.4737103339437191, 0.5513134157260243)","(0.20109556968257314, 0.33793428740767184)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.30169025838522634, 0.4257978932392221)","(0.009726511885041207, 0.06239776264211155)","(0.020627381155433222, 0.06748235456933843)","(0.3264024449724953, 0.43066084856825165)","(0.11844146513027749, 0.23677307945260273)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.025197433921840512, 0.13839359297751855)","(0.16320155530006658, 0.2934539876390193)","(0.004294687279518226, 0.05509879348002916)","(0.3267103016929327, 0.4345269828666699)","(0.20541422502513806, 0.3537084398172671)"
Bulk 11,"(0.1563093309739885, 0.32407651747958877)","(0.11387669464500687, 0.24545268275931276)","(0.025281305825185563, 0.0910102857815499)","(0.24507474838698337, 0.354808123124658)","(0.15224449262845374, 0.2918658183952723)"
Bulk 12,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 13,"(0.03447740454301461, 0.16008413916193526)","(0.2049427685407803, 0.33742974100606804)","(0.009210593881935486, 0.06623266106625633)","(0.33069610299232916, 0.4414976285727484)","(0.12671952639660633, 0.28870943383832615)"
Bulk 14,"(0.19399283223612862, 0.36868898103136793)","(0.09416658862265868, 0.22667669392235112)","(0.10897605332172375, 0.2547214010862948)","(0.13270861926366942, 0.260298427455672)","(0.11786220668226066, 0.24190819637787342)"
Bulk 15,"(0.15801208696485103, 0.33259030638706155)","(0.14095697910117444, 0.27870746263390384)","(0.034023489417569656, 0.11266661994133428)","(0.13784907366974836, 0.25955397186673446)","(0.20399963295535523, 0.3416403770622673)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.2140189433026631, 0.3773464067528669)","(0.09308516708152027, 0.2221682440393456)","(0.09697596440794064, 0.22783476486268522)","(0.18999303162542383, 0.30893563837079)","(0.08645819185168058, 0.18318364770508394)"
Bulk 19,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 20,"(0.0169100121618838, 0.10155907215028251)","(0.10611600884096038, 0.21059531039346574)","(0.011601663059087868, 0.06465865597642774)","(0.5538631180240752, 0.6385209411415462)","(0.07958833120805421, 0.21658688704421625)"
Bulk 21,"(0.05953075648317335, 0.20081640770589498)","(0.20266045228216406, 0.3364449998269529)","(0.009923086153015015, 0.06787936542870643)","(0.275885990209072, 0.38482939292111273)","(0.15307737371336516, 0.30895217527654345)"
Bulk 22,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
