,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.004461556161181088, 0.09322788344695142)","(0.048986088815256755, 0.14932803296801)","(0.11113976002367337, 0.21892790982580518)","(0.38393727295804847, 0.4808197064058115)","(0.18138073379947453, 0.3277910555957875)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.17382090774250147, 0.3287013319341674)","(0.11620190843185807, 0.24597010109774958)","(0.032207225940585796, 0.10487197861179183)","(0.33122164348930005, 0.4294598303103899)","(0.06577804545960136, 0.17176702698205454)"
Bulk 3,"(0.0, 0.0015436211400455613)","(0.036467510326164514, 0.10069032914852022)","(0.19301263371543037, 0.32548256116229307)","(0.4030167920371071, 0.5488069200518813)","(0.12126424991253551, 0.2697510157552836)"
Bulk 4,"(0.5227369971995934, 0.6386097299989375)","(0.1208451723540419, 0.21214837969435096)","(0.003157004123395271, 0.0307904400756197)","(0.0007157232903569353, 0.010660139745414434)","(0.17327390809199644, 0.28706250542629325)"
Bulk 5,"(0.11262803479025071, 0.26672173536679744)","(0.14983793564491704, 0.2834146186734227)","(0.01903652047101633, 0.0784756188603409)","(0.3209565614210246, 0.42288145227608076)","(0.10164072999845095, 0.24440679249769845)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.1659386359172223, 0.3395756519330804)","(0.13819074395036895, 0.2767504285491065)","(0.04204070934740566, 0.1264762598676018)","(0.17832595462626188, 0.29634984145023624)","(0.15058636678127088, 0.2857654075774453)"
Bulk 9,"(0.15125115974916165, 0.3072202963409547)","(0.13299090730519966, 0.24479600344330368)","(0.0007817784232410951, 0.0037128253165993087)","(0.18589768131427628, 0.29064166558606885)","(0.27399878450564874, 0.4087088980155458)"
Bulk 10,"(0.0, 0.061132018743822)","(0.17758117813596258, 0.31377863339648043)","(0.053607456722794655, 0.13653212619463986)","(0.3196017471859783, 0.4336612767355102)","(0.16984145608707832, 0.33966838792403287)"
Bulk 11,"(0.12686976159518903, 0.2882728665952199)","(0.1416853765458105, 0.2790791805186167)","(0.08234642936413299, 0.2009487957429465)","(0.28873983061156466, 0.39427443327241257)","(0.057420997424295024, 0.14036232832981232)"
Bulk 12,"(0.3367057004533184, 0.4780469571838595)","(0.0940918271335355, 0.2021132396626005)","(0.02502514245700859, 0.08520860151488652)","(0.04354327099823659, 0.14645362490639666)","(0.22911090668517517, 0.35970072900498273)"
Bulk 13,"(0.034113816286931525, 0.1574244249720841)","(0.20405630317216075, 0.33642625976334917)","(0.0, 0.02773942821746455)","(0.22940551484733654, 0.333840293475147)","(0.2732237939994788, 0.4096918837561575)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.3755430361761726, 0.48805058477511165)","(0.0028941181598967874, 0.008756288530979959)","(0.10048602023778265, 0.23324733173080664)","(0.25307611336949054, 0.36292903562715795)","(0.02885312479309348, 0.14616434659950783)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.4021338590564579, 0.5230825558094866)","(0.07708260979547295, 0.18356572468416943)","(0.15014121918510875, 0.281317775217752)","(0.008640734355328574, 0.03862512048460829)","(0.09531762841595846, 0.24009277299565746)"
Bulk 18,"(0.17184351511594312, 0.34354327212204583)","(0.14897339274402624, 0.28697598670220503)","(0.03541624383581452, 0.11032154401400016)","(0.16321143642552266, 0.28221687284010627)","(0.15839969919695004, 0.29909803700338633)"
