,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 3,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 0.00024635388710695294)","(0.11213144049027637, 0.2098597870662763)","(0.09963758446549797, 0.21587124976344918)","(0.5107774757153183, 0.6002426547469033)","(0.05753461408809847, 0.19394519366417995)"
Bulk 8,"(0.07003300544622294, 0.21933045878946)","(0.008132712560066369, 0.07262631856050152)","(0.028697803423332224, 0.09573278104030769)","(0.44249631665075884, 0.5359839781702952)","(0.17568447744049476, 0.3512821479185607)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0, 0.00013629579683312927)","(0.143381507052778, 0.2156177231704726)","(0.15428616704915046, 0.2705374090097752)","(0.5716520596694675, 0.6445251340483561)","(0.0, 0.0002810906860212242)"
Bulk 11,"(0.2256885382135226, 0.33664650496876874)","(0.01021011323584676, 0.03799739984528055)","(0.03276381613544466, 0.09680465152213077)","(0.5285826531118846, 0.6050819807681939)","(0.035399130524652, 0.09082521167427542)"
Bulk 12,"(0.0, 0.00012935660998382814)","(0.11444000357963958, 0.17144159938386277)","(0.05056209061361631, 0.12677701961539153)","(0.7404392688012874, 0.7963400180062025)","(0.0, 0.0002938813715780847)"
Bulk 13,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.0, 0.0001885237759614767)","(0.0412921615198222, 0.10495076658749167)","(0.14210088818844963, 0.24746925514088447)","(0.5550174104604799, 0.6409010197719942)","(0.0700656903452683, 0.19820280798560966)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.021149011114791998, 0.07516702551933055)","(0.8377918413674564, 0.8800956463798074)","(0.0, 2.1122064632317983e-05)","(0.04263993891685558, 0.08791595698209603)","(0.01005721318989252, 0.04518336652976977)"
Bulk 19,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 20,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 23,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 26,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 29,"(0.0, 0.00022228788442956932)","(0.8614232367483248, 0.8976198105603508)","(0.0, 2.7509549229284645e-05)","(0.008725292310252028, 0.05190606079770196)","(0.05547286452115403, 0.1248527350622166)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 32,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 33,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 34,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 35,"(0.010215208929687886, 0.08278867261183295)","(0.2134203357537417, 0.3715122915471563)","(0.027555434375591728, 0.14178274419530457)","(0.25481540725085755, 0.35764094541271013)","(0.18484756362629157, 0.35542139629682584)"
Bulk 36,"(0.0861919079814809, 0.18780307056153117)","(0.6043585782014022, 0.6927235809135998)","(0.0, 1.8964371851766203e-05)","(0.0, 0.00020225681215171087)","(0.1716531936209437, 0.2572696687210423)"
Bulk 37,"(0.07910888988566286, 0.2222014800593433)","(0.009774611491205891, 0.06933765387598403)","(0.12463292951149343, 0.2406705866082908)","(0.38575209840395386, 0.4836883546641847)","(0.10363323393224079, 0.2812001615676402)"
Bulk 38,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 39,"(0.0, 0.00047682006784148404)","(0.19361462120208098, 0.3288452517091861)","(0.011624894441147955, 0.10026481744748103)","(0.2770843084800456, 0.37521897847123664)","(0.2840687832523491, 0.42927834499647266)"
Bulk 40,"(0.0, 0.00025556565903263925)","(0.2907460579933251, 0.41072256229363957)","(0.21633020412804443, 0.36827600587240433)","(0.27223302608547056, 0.3755316699779771)","(0.0, 0.07312044990154845)"
Bulk 41,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 42,"(0.0, 0.0002411549409836223)","(0.3041452171935143, 0.3995767755326872)","(0.18337761771083144, 0.3410078779213976)","(0.3095422895268088, 0.46235022211476057)","(0.0, 0.0004691206391408466)"
Bulk 43,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 44,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 47,"(0.22649327836668778, 0.35108292556339954)","(0.07801038354097573, 0.16249287426827805)","(0.18564696792084634, 0.35183050675300476)","(0.2580219781841158, 0.3864210854026921)","(0.0, 0.0002413922441066563)"
Bulk 48,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 49,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 50,"(0.0, 0.0004888669795843825)","(0.5736576094362902, 0.6566493140188816)","(0.2473511316875722, 0.36848183331797324)","(0.04115542435958041, 0.1127046871797025)","(0.0, 0.00046225807087775)"
Bulk 51,"(0.46315899219651957, 0.5598522834138973)","(0.30538508801816344, 0.40154976841929224)","(0.0, 0.00866096367590669)","(0.0, 0.00019708963973846788)","(0.08499542025731344, 0.17727854430758505)"
Bulk 52,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 53,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 54,"(0.0, 0.00016731504197250676)","(0.07536478087115128, 0.14602181372349257)","(0.3414375260276277, 0.43762000743489)","(0.39045136363336164, 0.4702104885798215)","(0.01734875778734893, 0.12154526194230636)"
Bulk 55,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 56,"(0.1658437947397911, 0.29894405812314956)","(0.11033132759475389, 0.19745525816472087)","(0.23086810427216953, 0.3965345140808151)","(0.0, 0.0002740766807462803)","(0.2274124351746109, 0.372610507849989)"
Bulk 57,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 58,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 59,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 60,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 61,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 62,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 63,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
