,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 1,"(0.6440687252190046, 0.7191736846799864)","(0.05005886776705832, 0.11060606415376142)","(0.015803264582792815, 0.06020667967163287)","(0.0, 7.353862842349827e-05)","(0.1459392944804272, 0.25414341944533625)"
Bulk 2,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 3,"(0.0, 0.020809436786218268)","(0.1141870861956567, 0.1884885389741448)","(0.15751123312521767, 0.26033704437036975)","(0.5935422944330374, 0.6670503499740071)","(0.0, 0.00026051886364992957)"
Bulk 4,"(0.0, 0.0001192592934494698)","(0.08020980583305651, 0.12488405981808845)","(0.004018720367124345, 0.02904658503533421)","(0.8363569033211765, 0.8663597266939765)","(0.011451910787820384, 0.04767228814342302)"
Bulk 5,"(0.0, 0.00041774265975877905)","(0.8246342560536856, 0.8636927415200585)","(0.0, 1.0709597836661969e-05)","(0.02899797357054272, 0.10448624343905376)","(0.05096631668548623, 0.12722246873117327)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.1473070902283741, 0.2904348166939449)","(0.048706949128510056, 0.15108226764804328)","(0.013129952371169366, 0.05926148355796059)","(0.4908353802230798, 0.5690652611523759)","(0.056307769280489445, 0.1738690297160526)"
Bulk 13,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.0, 0.7929848116605249)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 0.022349800695297795)","(0.0, 1.0)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.0, 0.00026815430898046507)","(0.09956845763807923, 0.17104885978642806)","(0.0, 0.017694033394093214)","(0.7178196765390142, 0.7695340037446826)","(0.07199320835008513, 0.1535405942084085)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 20,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 21,"(0.0, 0.00017395449527348375)","(0.06366609808164422, 0.12113840326585643)","(0.5838078583727452, 0.6725571794435034)","(0.09713994205865188, 0.17974208859662533)","(0.08828593531032121, 0.193662494870652)"
Bulk 22,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 23,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 26,"(0.0, 0.00034802580969244034)","(0.264605479307716, 0.38220753655827294)","(0.05331655446976863, 0.15193397210411283)","(0.39990867442458466, 0.49283312929365186)","(0.053246006398847565, 0.20194864744304536)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 29,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 32,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 33,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 34,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 35,"(0.0, 0.0007471565244253445)","(0.494443690891061, 0.5887198040105108)","(0.0, 2.4499907227795188e-05)","(0.06327546612280907, 0.2349599042146576)","(0.1996738136085952, 0.41892732115236647)"
Bulk 36,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 37,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 38,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 39,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 40,"(0.0, 0.0007474808732349004)","(0.6214060999096136, 0.6962327811290752)","(0.0, 2.176377293717535e-05)","(0.07853787922896834, 0.23054561356407316)","(0.107958595233203, 0.26531903093506676)"
Bulk 41,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 42,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 43,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 44,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 0.0006259079373707172)","(0.7015849696670423, 0.7580244087515781)","(0.007432234367741295, 0.05694406423050269)","(0.16783407718848847, 0.25128740923611875)","(0.00336334644297593, 0.05352949011555253)"
Bulk 47,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 48,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 49,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 50,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 51,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 52,"(0.0026204979119287333, 0.09599638943982813)","(0.4655087517559136, 0.5671277927241503)","(0.0, 0.002838374646791867)","(0.24198017966828747, 0.3523280200584829)","(0.06245275534728696, 0.20943135566309262)"
Bulk 53,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 54,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 55,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 56,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 57,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 58,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 59,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 60,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 61,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 62,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 63,"(0.0, 0.00017150874108838002)","(0.050137932072025375, 0.07589379561836604)","(0.038808297912489714, 0.0724850109427388)","(0.0, 4.308359940420312e-05)","(0.8672832206567015, 0.8953917427976784)"
Bulk 64,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 65,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 66,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 67,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 68,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 69,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 70,"(0.23742063256924043, 0.3782792394234483)","(0.0677550414178647, 0.16436836891333026)","(0.06954757358939337, 0.18954723254308495)","(0.013127247842753476, 0.028312607481455063)","(0.37757291845750984, 0.4740691377619194)"
Bulk 71,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 72,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
