,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 3,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 4,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 9,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 10,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.0, 0.00012945945849635412)","(0.019938340856675393, 0.0596388448848935)","(0.009920990699567103, 0.04582737375740129)","(0.8265172034673448, 0.8642208676532382)","(0.055021589090895176, 0.11891478958998454)"
Bulk 13,"(0.13499510739427037, 0.24212383721451655)","(0.6855718315810013, 0.7908566549344858)","(0.0, 2.1708223731545534e-05)","(0.04479498411753584, 0.10165758475819033)","(0.0, 0.000676001898415768)"
Bulk 14,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 15,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 16,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 20,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0, 0.0822570425437458)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 0.0025400797924666966)","(0.0, 0.1420012130796535)"
Bulk 23,"(0.0, 0.0005816317386613951)","(0.7260101698892037, 0.785365494153046)","(0.0, 1.529000799460806e-05)","(0.04333528851249374, 0.15696141978735942)","(0.08079496023012128, 0.20753266742777582)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.001885712933759508, 0.006496218792396162)","(0.016091647545093152, 0.061788553120288914)","(0.40881565397258696, 0.4845687232560895)","(0.4068039095788474, 0.4745844215003133)","(0.022099920867990445, 0.11686523843263444)"
Bulk 26,"(0.04384025800237272, 0.17581763309147364)","(0.02484630674673039, 0.13012444986103172)","(0.0, 0.016845003244333207)","(0.5077745063297235, 0.5862307409463844)","(0.17543751654748574, 0.34065773212153994)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 29,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.017758890466260085, 0.12606594037712673)","(0.442132192613913, 0.5524678548281732)","(0.23157964452891375, 0.39627937122073953)","(0.032287152980701256, 0.15977387348704572)","(0.008716938308465488, 0.03293814118866142)"
Bulk 32,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 33,"(0.0, 0.0003549473647511858)","(0.08934911177494333, 0.2101223481628453)","(0.07432504057091692, 0.1967255288119334)","(0.3281620036717523, 0.4431628818774068)","(0.25467305035877547, 0.4034800347714265)"
Bulk 34,"(0.17097407276070353, 0.3058336796936288)","(0.019907094765332735, 0.09442622579621934)","(0.07580038378168336, 0.18290363970778617)","(0.46483425084638436, 0.5489980222461498)","(0.0330489724178974, 0.10327365798421459)"
Bulk 35,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 36,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 37,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 38,"(0.23625152228002094, 0.3538962928917658)","(0.14765119260066867, 0.24600061246548627)","(0.08822388242495821, 0.2130969756851025)","(0.0, 0.00023623439121477302)","(0.29656953764729044, 0.4183099840047072)"
Bulk 39,"(0.0, 0.0003038068897456121)","(0.06405365368533703, 0.1612139202682414)","(0.08774595507350443, 0.19249144333219753)","(0.4027660286300947, 0.505120117702512)","(0.2173439005286865, 0.3692649807794267)"
Bulk 40,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 41,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 42,"(0.002802079179911189, 0.04428871739563501)","(0.7242633730644082, 0.7926795901109754)","(0.0, 2.0449833800455648e-05)","(0.14146187615227804, 0.22858462392280118)","(0.011447989344256202, 0.05447175082973482)"
Bulk 43,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 44,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 0.00043399361112559455)","(0.37604581469703424, 0.4752285606726767)","(0.00048107294163417594, 0.03620513334335286)","(0.49549402496265094, 0.5757083994572747)","(0.0030034123980487194, 0.03783358152732773)"
Bulk 47,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 48,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 49,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 50,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 51,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 52,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 53,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 54,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 55,"(0.0, 0.000291948627074278)","(0.14690633089423843, 0.2462351926698031)","(0.4217656327800638, 0.5515740582187988)","(0.08811683192133057, 0.16794324829454327)","(0.12581889708566862, 0.2516398081355533)"
Bulk 56,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 57,"(0.0, 0.00026910244294362304)","(0.12441435093650746, 0.2243264392113811)","(0.06380047932600386, 0.16398614985412124)","(0.5285132363297531, 0.6128798099639927)","(0.0727586813670318, 0.2093208530112089)"
Bulk 58,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 59,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 60,"(0.0, 0.0007276666380069968)","(0.47376393739436184, 0.5679416203753638)","(0.0, 2.5001635752231238e-05)","(0.05552697555602447, 0.22548061857214463)","(0.22868480086622472, 0.44860204723588043)"
Bulk 61,"(0.17020212463381254, 0.33756259881981276)","(0.19137809135316258, 0.33979034786347756)","(0.1854762146957522, 0.39457863987374237)","(0.04117666804036747, 0.12499363753200114)","(0.034516624148473285, 0.18032505303939783)"
Bulk 62,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 63,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 64,"(0.004438703983188437, 0.015899375763720962)","(0.10550468060601474, 0.2663948192971778)","(0.03720666983103854, 0.16721144608830116)","(0.21710370374752816, 0.33144308035624603)","(0.36242115134318076, 0.4923763689836034)"
