,Ast,End,Mic,Neu,Oli
Bulk 0,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 1,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 2,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 3,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 4,"(0.018965976442784985, 0.14948510265604087)","(0.21072352677628697, 0.3551588242972176)","(9.31772171491839e-05, 0.038116074622720264)","(0.02790059423448387, 0.07967398719824687)","(0.5171689942326337, 0.6027137423224357)"
Bulk 5,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 6,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 7,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 8,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 9,"(0.0, 1.808062534929135e-05)","(0.372155862675734, 0.3721744062159321)","(0.6278229919584482, 0.6278467391498856)","(0.0, 3.486860808927815e-09)","(0.0, 1.1883075335881779e-05)"
Bulk 10,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 11,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 12,"(0.0, 0.00020045607531854888)","(0.1063361484342195, 0.1973867218315522)","(0.19322338651964596, 0.3090120730980249)","(0.48400063839984403, 0.5638796003712997)","(0.019823986137924243, 0.12633744520748957)"
Bulk 13,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 14,"(0.0, 0.0004510919135942435)","(0.8106850827249049, 0.8517306925540159)","(0.0, 1.7308209389125722e-05)","(0.03322176126182114, 0.11506746060952444)","(0.05475865322374721, 0.13453634962598657)"
Bulk 15,"(0.0, 7.937401037695468e-05)","(0.04416320845023138, 0.08063522830438116)","(0.026441064207159908, 0.07153230982071382)","(0.8493350068412637, 0.8773066153765128)","(0.00720574490595571, 0.043380822093781746)"
Bulk 16,"(0.0, 0.0002969207542956499)","(0.06171681473216483, 0.1448420601504576)","(0.03275227583439522, 0.11973914128633215)","(0.45135089606670875, 0.5526138325342165)","(0.2550347759725721, 0.38195020342315283)"
Bulk 17,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 18,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 19,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 20,"(0.0, 0.00027862149067696304)","(0.06810548265758315, 0.1574780125364591)","(0.31442447297551535, 0.4256152334449973)","(0.14153179341470634, 0.22052705071091516)","(0.276901863736639, 0.39541609052318466)"
Bulk 21,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 22,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 23,"(0.05500283252381286, 0.12988200695905383)","(0.5385900325303277, 0.6626422991857628)","(0.0, 2.9841988384774403e-05)","(0.2546650619398523, 0.35921776686119056)","(0.0, 0.0007867878283552489)"
Bulk 24,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 25,"(0.0, 0.0006581882698550702)","(0.6684044854775474, 0.7358465282325889)","(0.06659104884384148, 0.15898065360636163)","(0.12522357425030306, 0.24495370958935758)","(0.0, 0.0006865400684586585)"
Bulk 26,"(0.0, 0.00013401975342861808)","(0.02976551010687967, 0.07225565407724203)","(0.0047576603620942855, 0.0338352698082304)","(0.8339374345254471, 0.8675870011712608)","(0.049877731932453706, 0.10798373801639202)"
Bulk 27,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 28,"(0.08241431294574011, 0.14816331634253635)","(0.0007565600229032269, 0.0035943323059014886)","(0.12258632855483059, 0.2024473151714664)","(0.676763788068063, 0.7301057301515927)","(0.005796586652555235, 0.027371729784410857)"
Bulk 29,"(0.0, 0.0005988713988794611)","(0.7294272648801011, 0.7867739372465822)","(0.0960542639922542, 0.19578908936919193)","(0.05466852076089221, 0.1372869237509785)","(0.0, 0.0007106409379108693)"
Bulk 30,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 31,"(0.0, 0.00023843115472249048)","(0.04197966328086238, 0.10306693171534126)","(0.0, 0.017975452612779604)","(0.45980790314740555, 0.5227087580227184)","(0.3834900753003419, 0.4723430234474622)"
Bulk 32,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 33,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 34,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 35,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 36,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 37,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 38,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 39,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 40,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 41,"(0.0, 0.0001431341661829943)","(0.475377269070132, 0.5708630029091232)","(0.42905041950707323, 0.5247093085136716)","(0.0, 4.076925025250502e-06)","(0.0, 0.00023427194573014758)"
Bulk 42,"(0.0, 0.00014339617089710138)","(0.14990562729210777, 0.2248492471985406)","(0.17598853372454584, 0.29507472119126776)","(0.5407337386927648, 0.6134481319007735)","(0.0, 0.0002818006964745919)"
Bulk 43,"(0.33893180750169655, 0.4445480670362519)","(0.012740482598049774, 0.06843477477677877)","(0.030533093702166003, 0.103214401833225)","(0.4183433213054658, 0.5025171655349454)","(0.024936296879243834, 0.0558005888321769)"
Bulk 44,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 45,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 46,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 47,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 48,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 49,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 50,"(0.0, 0.0002711460583742818)","(0.2624573492847263, 0.37704283633424396)","(0.32524227130980354, 0.47803201186095823)","(0.1626510099100613, 0.2829706381917075)","(0.0, 0.11162974664845243)"
Bulk 51,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 52,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 53,"(0.0, 0.00031358076103262097)","(0.125321830347284, 0.21108797651389316)","(0.05764528305006115, 0.14413591133670006)","(0.6595707121883971, 0.7194428490295057)","(0.007643012485336546, 0.07515242504882205)"
Bulk 54,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 55,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 56,"(0.020788897243262557, 0.10427977578957798)","(0.16516361958432407, 0.28485530766264494)","(0.05399431149252749, 0.14802098879192283)","(0.5371774747535357, 0.6041142825459268)","(0.014677820944946546, 0.06692752119133133)"
Bulk 57,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 58,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 59,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 60,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 61,"(0.06592155856778081, 0.2021811181639565)","(0.08076259102512548, 0.20575675303786858)","(0.0004895901887679542, 0.03652100838219173)","(0.5277553967339341, 0.6001784759604194)","(0.06993372064595645, 0.2104997872939992)"
Bulk 62,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
Bulk 63,"(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)","(0.0, 1.0)"
